waldo,type,x,y,timestamp_s,duration_ms,cluster
waldo_3,direct,0.2389247566461563,0.2395320932070414,61.301860096,300.25,-1
waldo_3,peripheral,0.2525921343795715,0.2201372942616862,62.097492224,1461.373,-1
