fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected on surface,fixation x [normalized],fixation y [normalized]
2,1758903165649934336,1758903165830059264,180.125,1.0,0.5389440655708313,0.5763831436634064
3,1758903166030309376,1758903166340559360,310.25,1.0,0.5347312390804291,0.7241730988025665
4,1758903166395559168,1758903166680934400,285.375,1.0,0.573526132106781,0.3397700428962708
5,1758903166710934272,1758903166856059392,145.125,1.0,0.5081895887851715,0.3534780740737915
6,1758903166891059200,1758903167056184320,165.125,1.0,0.5206199944019317,0.4100542783737183
7,1758903167291434240,1758903167376559360,85.125,1.0,0.4952888290087382,0.5889950195948283
8,1758903167421559296,1758903167591684352,170.125,1.0,0.5339644104242325,0.4056694805622101
9,1758903167626809344,1758903167756934400,130.125,1.0,0.5864764004945755,0.3671209067106247
10,1758903167806934272,1758903168142184192,335.25,1.0,0.4725189246237278,0.47663600742816925
11,1758903168162193408,1758903169058059264,895.8659999999999,1.0,0.497880043167817,0.4955359681656486
12,1758903169093059328,1758903169188184320,95.125,1.0,0.4997869630654653,0.658375749985377
15,1758903169728684288,1758903169898809344,170.125,1.0,0.4582320749759674,0.6133860647678375
16,1758903169928934400,1758903170199184384,270.25,1.0,0.4730686694383621,0.4750383496284485
17,1758903170219184384,1758903170459323392,240.13899999999998,1.0,0.4984061121940613,0.5074512213468552
18,1758903170494434304,1758903170779687168,285.253,1.0,0.4038607180118561,0.41476356983184814
19,1758903170819684352,1758903170974809344,155.125,1.0,0.47309228777885437,0.454819992184639
20,1758903171019934464,1758903171190059264,170.125,1.0,0.35360634326934814,0.5083272854487101
21,1758903171235058944,1758903171370183936,135.125,1.0,0.4778377115726471,0.5166672666867574
22,1758903171520309248,1758903171695559168,175.25,0.8,0.6757897198200226,0.6252455187961459
23,1758903171730559232,1758903171925684224,195.125,1.0,0.5769923726717631,0.5565941457947096
24,1758903172195934208,1758903172416184320,220.25,1.0,0.44203242659568787,0.4250246087710063
25,1758903172446189312,1758903172621434112,175.245,1.0,0.5058923363685608,0.48328959941864014
26,1758903172646434304,1758903172966691328,320.257,1.0,0.4857640862464905,0.5155186057090759
27,1758903173011684352,1758903173392059392,380.375,1.0,0.4266342918078105,0.4071861041916741
29,1758903173702446336,1758903174047684352,345.238,1.0,0.17323672771453857,0.26090705394744873
30,1758903174097809408,1758903174322934272,225.125,1.0,0.1883590817451477,0.4915112257003784
31,1758903174357934336,1758903174983559168,625.625,1.0,0.18252834180990854,0.4241534819205602
32,1758903175008559360,1758903175408944384,400.385,1.0,0.18132591247558594,0.3923439251052009
33,1758903175444059392,1758903175839312384,395.253,1.0,0.20524245128035545,0.5087571069598198
34,1758903175869434368,1758903176059559168,190.125,1.0,0.18843819946050644,0.6745834499597549
35,1758903176089559296,1758903176269809408,180.25,1.0,0.16670480966567994,0.7635922372341156
36,1758903176324809216,1758903176525059328,200.25,1.0,0.24557709991931914,0.7520269513130188
37,1758903176565059328,1758903176895309312,330.25,1.0,0.2971090461526598,0.6274381577968597
38,1758903176930315264,1758903177110559232,180.244,1.0,0.26975075006484983,0.7452489972114563
39,1758903177140559360,1758903177400809216,260.25,1.0,0.29059756653649466,0.7991069150822503
40,1758903177530934272,1758903177761184512,230.25,1.0,0.27075401196877164,0.4826431026061376
41,1758903177801184256,1758903178061434112,260.25,1.0,0.27568188309669495,0.36670958002408344
42,1758903178081434368,1758903178311684352,230.25,1.0,0.29228589435418445,0.36830854415893555
43,1758903178346684416,1758903178606943232,260.259,1.0,0.30061862369378406,0.30069942275683087
44,1758903178636934400,1758903178802059264,165.125,1.0,0.3222624361515045,0.26045137643814087
45,1758903178827184384,1758903179252559360,425.375,1.0,0.3479263054000007,0.2626061969333225
46,1758903179312558336,1758903179637933312,325.375,1.0,0.34163806959986687,0.3571521043777466
47,1758903179677934336,1758903180008183296,330.24899999999997,1.0,0.3351184257439205,0.5138975424425942
48,1758903180038309376,1758903180223433216,185.124,1.0,0.3611486256122589,0.5466351926326751
49,1758903180253434624,1758903180488683264,235.249,1.0,0.3439558446407318,0.49945635596911114
50,1758903180533683456,1758903180813938176,280.255,1.0,0.39627439209393095,0.6745761590344566
51,1758903180828934400,1758903180989184256,160.25,1.0,0.4142656549811363,0.7156674042344093
52,1758903181024189184,1758903181214314240,190.125,1.0,0.3235982656478882,0.629915714263916
53,1758903181254434304,1758903182075191296,820.757,1.0,0.3390599749982357,0.4701722115278244
54,1758903182110186240,1758903182425443072,315.257,1.0,0.3870126264435904,0.41600013630730764
55,1758903182450434304,1758903182730810624,280.376,1.0,0.45175075105258394,0.39865327732903616
56,1758903182765808384,1758903183581559296,815.751,1.0,0.41225628720389473,0.23309071527587044
57,1758903183616566272,1758903183871808256,255.242,1.0,0.4683360159397125,0.2936537464459737
58,1758903183896808192,1758903184652558336,755.75,1.0,0.4337114411241868,0.2900419866337496
59,1758903184702561280,1758903184952808192,250.24699999999999,1.0,0.13679784536361694,0.49239825705687207
60,1758903185032934400,1758903185738558464,705.624,0.09090909090909091,-0.47185327840799635,0.41533308679407294
61,1758903185768558336,1758903185978808320,210.25,0.16666666666666666,-0.38245392714937526,0.38780372341473895
62,1758903186058808320,1758903186289063168,230.255,1.0,0.21755854040384293,0.2795723080635071
63,1758903186314058240,1758903186754433280,440.375,1.0,0.16945108109050327,0.24632606241438124
64,1758903186779569408,1758903187084808192,305.239,1.0,0.2095893578869956,0.18037852219172887
65,1758903187114808576,1758903187410057984,295.25,1.0,0.14166645599263056,0.19599513496671403
66,1758903187445190400,1758903187895569408,450.37899999999996,1.0,0.16447196494449268,0.33583531054583465
67,1758903187925560320,1758903188260933376,335.373,1.0,0.1484513357281685,0.19690049439668655
68,1758903188300933376,1758903188571183360,270.25,1.0,0.15216434250275293,0.42158695062001544
69,1758903188611183360,1758903188911433216,300.25,1.0,0.15579612765993392,0.23862449611936296
70,1758903188971558400,1758903189231808256,260.25,1.0,0.1589034071990422,0.8384994779314313
71,1758903189266808320,1758903189867308288,600.5,1.0,0.20722247127975738,0.43858311006001066
72,1758903189892433408,1758903190212683264,320.25,1.0,0.26817961037158966,0.407452829182148
73,1758903190252683264,1758903190788183296,535.5,1.0,0.3098779618740082,0.6502062951525053
74,1758903190823308288,1758903191033433344,210.125,1.0,0.44035630822181704,0.6671562135219574
75,1758903191138558208,1758903191523933184,385.375,1.0,0.31509873270988464,0.4551885459158156
76,1758903191553937408,1758903191904308224,350.371,1.0,0.3530930355191231,0.392989806830883
77,1758903191929308416,1758903192289558272,360.25,1.0,0.3168071545660496,0.34111662209033966
78,1758903192329683200,1758903192634933248,305.25,1.0,0.4441394295011248,0.32702064514160156
79,1758903192674938368,1758903193015308288,340.37,1.0,0.3399064913392067,0.34458135068416595
80,1758903193040308480,1758903194486690304,1446.3819999999998,1.0,0.37551099558671314,0.32522887190183003
81,1758903194516688128,1758903194756933376,240.24499999999998,1.0,0.3671203802029292,0.4490053753058116
82,1758903194791933184,1758903195092189184,300.256,1.0,0.3604773283004761,0.5935363386358533
83,1758903195122183168,1758903195372442368,250.259,1.0,0.40618063509464264,0.6935554792483648
84,1758903195422558208,1758903195932933376,510.375,1.0,0.45539217193921405,0.3669656366109848
85,1758903195963059200,1758903196318308352,355.24899999999997,1.0,0.48936636911498177,0.34599104192521835
86,1758903196343308288,1758903196593560320,250.25199999999998,1.0,0.5266680816809336,0.4297923445701599
87,1758903196643683328,1758903197149070336,505.38699999999994,1.0,0.4014392278411172,0.158203509720889
88,1758903197184184320,1758903197394321408,210.137,1.0,0.41310598254203795,0.33073211908340455
89,1758903197429433344,1758903197924811008,495.37799999999993,1.0,0.3805710158564828,0.49998927929184656
90,1758903197954808320,1758903198380308224,425.5,1.0,0.44331613845295376,0.6152487927012973
91,1758903198415308288,1758903198760565248,345.257,1.0,0.5066131241619587,0.7455327957868576
92,1758903198880683008,1758903199416183296,535.5,1.0,0.5053086362101815,0.375492816621607
93,1758903199441183232,1758903199876683264,435.5,1.0,0.45018804669380186,0.34491263031959535
94,1758903199901683200,1758903200857558528,955.875,1.0,0.5341974099477133,0.4115370370092846
95,1758903200902562560,1758903201167808256,265.246,1.0,0.4043934444586436,0.6563183863957723
96,1758903201207933184,1758903201573186304,365.253,1.0,0.5023359134793282,0.6892958842217922
97,1758903201618308352,1758903202504058368,885.75,1.0,0.5102114206866214,0.43514295000779
98,1758903202539062528,1758903203179683328,640.621,1.0,0.45839913402284893,0.35489016345569063
99,1758903203214692352,1758903203735183360,520.491,1.0,0.4707086438482458,0.5456817583604292
100,1758903203775308288,1758903204505933312,730.625,1.0,0.5173211917281151,0.45144203305244446
101,1758903204540933376,1758903205081433344,540.5,1.0,0.5744351993004481,0.3870917856693268
102,1758903205121558272,1758903205341682944,220.125,1.0,0.49370919664700824,0.3371201554934184
103,1758903205376688384,1758903205792066304,415.378,1.0,0.6011779819216047,0.4200900197029114
104,1758903205817183232,1758903205987309312,170.126,1.0,0.5789667844772339,0.39066414833068847
105,1758903206027308288,1758903206828061184,800.7529999999999,1.0,0.6487503818103245,0.3400741560118539
106,1758903206873183488,1758903207163433216,290.25,1.0,0.46518502490861074,0.3883471318653652
107,1758903207203433216,1758903207498683648,295.25,1.0,0.5399351375443595,0.43262245825358797
108,1758903207528683264,1758903207728933376,200.25,1.0,0.5691586375236511,0.33750184774398806
109,1758903207748933376,1758903208069188352,320.255,1.0,0.6029687949589321,0.3082250016076224
110,1758903208159312384,1758903208364560384,205.248,1.0,0.6488234519958496,0.3939144372940063
111,1758903208534683392,1758903208990058240,455.375,1.0,0.6297758400440217,0.40588718056678774
112,1758903209025183232,1758903209775812352,750.629,1.0,0.7062271349132061,0.4338829480111599
113,1758903209815808256,1758903210036058368,220.25,1.0,0.6380112171173096,0.35401328802108767
114,1758903210066058240,1758903210916933376,850.875,1.0,0.5797622170713213,0.319045623143514
115,1758903210946933248,1758903211812683264,865.75,1.0,0.5551309155093299,0.422621617714564
116,1758903211847683328,1758903212067933184,220.25,1.0,0.5007129549980164,0.6070475459098816
117,1758903212097941248,1758903212433311232,335.37,1.0,0.5433834418654442,0.6986428499221802
118,1758903212478308352,1758903212673561344,195.253,1.0,0.5718381762504577,0.4703461527824402
119,1758903212718558208,1758903213148933376,430.375,1.0,0.5489807261361016,0.18836499585045707
120,1758903213173933312,1758903213424188416,250.255,1.0,0.5551732877890269,0.12257795532544453
121,1758903213459183360,1758903213919690240,460.50699999999995,1.0,0.5548680603504181,0.35683754086494446
122,1758903213949682944,1758903214234933248,285.25,1.0,0.558938721815745,0.2661449710528056
123,1758903214279935232,1758903214615308288,335.373,1.0,0.5428882762789726,0.5968521200120449
