cluster,centroid_x,centroid_y,n_fixations,sum_duration_s
0,0.5780651726656489,0.4199780399600665,18,1.836863
1,0.7657698094844818,0.47128210961818695,2,0.15512199999999998
2,0.5228918310668734,0.5616665383179983,3,0.330125
3,0.41292478773328994,0.5174617674615648,3,0.32024099999999994
4,0.2889979816973209,0.35942722608645755,2,0.22012500000000002
5,0.4846687813599904,0.44204025963942206,2,0.18524400000000002
6,0.44347315778334934,0.3231413940588633,3,0.47536300000000004
