waldo,type,x,y,timestamp_s,duration_ms
waldo_1,direct,0.478104259,0.366771628,0.0,240.25
waldo_1,direct,0.47999978,0.350091191,0.0,2722.498
waldo_1,peripheral,0.491853707,0.40417406,0.0,160.124
waldo_1,peripheral,0.49674049,0.341530999,0.0,285.375
waldo_1,peripheral,0.460565642,0.350745499,0.0,105.007
waldo_1,peripheral,0.469761002,0.409750605,0.0,350.242
