waldo,type,x,y,timestamp_s,duration_ms
waldo_1,peripheral,0.4969039033440983,0.389427149997038,15.12900224,2462.239
waldo_1,peripheral,0.4968977288195961,0.3942341428054006,17.72636416,870.875
waldo_2,direct,0.6098422688596389,0.1948882095953997,28.386363136,890.75
waldo_2,direct,0.6410954773426056,0.2324247598648071,33.415988224,440.375
waldo_3,direct,0.2389247566461563,0.2395320932070414,61.301860096,300.25
waldo_3,peripheral,0.2525921343795715,0.2201372942616862,62.097492224,1461.373
waldo_4,direct,0.5582354409354073,0.3615794522421701,67.32235904,310.375
waldo_4,direct,0.5587236450778114,0.3388455311457316,68.523496192,1716.617
