recording_id,participant_id,level_name,window_s,effective_window_s,total_search_time_s,label_found_waldo,label_first_hit_direct,early_fix_count,early_fix_rate,early_avg_fix_duration_s,early_total_fix_duration_s,early_saccade_length_avg,early_saccade_length_median,early_scanpath_length_total,early_scanpath_length_per_s,early_spatial_coverage_hull,early_fixation_entropy_4x4,early_transition_entropy_4x4,early_unique_grid_cells_4x4,early_mean_distance_to_target,early_min_distance_to_target,early_gaze_entropy,early_gaze_count,early_mean_saliency,early_max_saliency,early_waldo_hit_count,early_direct_hit_count,early_peripheral_hit_count,early_hit_any,level_median_search_s,label_long_search
2025-09-26_16-24-13-61db42a9,61db42a9,waldo_3,3.0,3.0,60.785,1,0.0,8,2.6666666666666665,0.337205125,2.697641,0.1825115588312556,0.18105047875327154,1.2775809118187893,0.42586030393959645,0.1419694940397222,2.5,0.5714285714285714,6,0.35116831789130964,0.10161983208504759,3.8761840226823994,589,0.8366655111312866,0.904194176197052,0,0,0,0,23.496000000000002,1
2025-09-26_16-24-13-61db42a9,61db42a9,waldo_4,3.0,3.0,35.35999999999999,1,0.0,9,3.0,0.29251455555555556,2.632631,0.18337955705796538,0.1689973445108734,1.467036456463723,0.48901215215457433,0.1576514054989089,2.058813890331201,0.6556390622295665,5,0.33386412245166747,0.04751718371348456,3.8570143304910323,559,0.7175175547599792,0.8039963841438293,1,0,1,1,14.481999999999985,1
2025-09-26_16-45-00-95032692,95032692,waldo_1,3.0,3.0,98.074,1,1.0,5,1.6666666666666667,0.6546234,3.273117,0.14548413170153748,0.1505428669227656,0.5819365268061499,0.19397884226871664,0.0413583691462892,1.5219280948873621,0.5,3,0.470914867833773,0.3889954351666821,2.218171954494046,461,0.7029801607131958,0.7869309782981873,0,0,0,0,96.9905,1
2025-09-26_16-45-00-95032692,95032692,waldo_2,3.0,3.0,10.638999999999996,1,1.0,3,1.0,0.827416,2.4822480000000002,0.06726589867071849,0.06726589867071849,0.13453179734143697,0.04484393244714566,0.0015994788202420515,0.9182958340544896,0.0,2,0.06852132289521123,0.04468672726769436,4.2812745537131525,433,0.8104304671287537,0.8354227542877197,1,1,0,1,7.363999999999997,1
2025-09-26_16-45-00-95032692,95032692,waldo_3,3.0,3.0,5.025000000000006,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.44756232783325,305,0.0,0.0,0,0,0,0,23.496000000000002,0
2025-09-26_16-45-00-95032692,95032692,waldo_4,3.0,3.0,14.481999999999985,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.053655276952716,217,0.0,0.0,0,0,0,0,14.481999999999985,0
2025-09-26_19-01-53-2ec86210,2ec86210,waldo_1,3.0,3.0,311.217,1,0.0,6,2.0,0.12012466666666666,0.7207479999999999,0.4301142486776094,0.1636332467327055,2.150571243388047,0.716857081129349,0.09443479481693891,2.251629167387823,0.4,5,0.34140206643990784,0.07560447603627111,4.3622373016106675,412,0.6410634517669678,0.8792838454246521,0,0,0,0,96.9905,1
2025-09-26_19-01-53-2ec86210,2ec86210,waldo_2,3.0,3.0,11.329999999999984,0,,3,1.0,0.10179166666666667,0.305375,0.15921404579613282,0.15921404579613282,0.31842809159226565,0.10614269719742188,0.005004127731630766,1.584962500721156,0.0,3,0.2975405713237776,0.19535974964230363,3.736943473699251,599,0.8465569615364075,0.9110252857208252,0,0,0,0,7.363999999999997,1
2025-09-26_19-01-53-2ec86210,2ec86210,waldo_3,3.0,3.0,90.04500000000002,0,,2,0.6666666666666666,0.0726215,0.145243,0.37017899749991157,0.37017899749991157,0.37017899749991157,0.1233929991666372,0.0,1.0,0.0,2,0.40490331830355036,0.3943176037216046,4.140100546764047,452,0.8432929515838623,0.8509458303451538,0,0,0,0,23.496000000000002,1
2025-09-26_19-01-53-2ec86210,2ec86210,waldo_4,3.0,3.0,27.88100000000003,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.1032513924251806,520,0.0,0.0,0,0,0,0,14.481999999999985,1
2025-09-26_19-10-19-05411873,05411873,waldo_1,3.0,3.000000000000001,79.06,1,1.0,8,2.666666666666666,0.280906875,2.247255,0.1621169060933702,0.13439519619331225,1.1348183426535914,0.37827278088453037,0.07228947710097457,1.061278124459133,0.0,3,0.16559867908972956,0.012624126558018577,3.5754301999059654,285,0.7245632410049438,0.8598486185073853,1,1,0,1,96.9905,0
2025-09-26_19-10-19-05411873,05411873,waldo_2,3.0,3.0,3.891999999999996,1,1.0,7,2.3333333333333335,0.31601871428571426,2.212131,0.15563279395319954,0.13027105423469884,0.9337967637191972,0.3112655879063991,0.06457966289199293,1.6644977792004614,1.0,4,0.20706451554773167,0.049577550334082496,3.6007753538948704,589,0.8243793845176697,0.9045579433441162,0,0,0,0,7.363999999999997,0
2025-09-26_19-10-19-05411873,05411873,waldo_3,3.0,3.0,3.792999999999992,0,,7,2.3333333333333335,0.6534445714285714,4.5741119999999995,0.09850289192237537,0.10864310045668826,0.5910173515342522,0.19700578384475073,0.03484518313492208,1.3787834934861753,0.8741854163060885,3,0.2656853692465498,0.06697264251088997,1.5770302609016396,491,0.8189424276351929,0.9117584824562073,0,0,0,0,23.496000000000002,0
2025-09-26_19-10-19-05411873,05411873,waldo_4,3.0,3.0,15.960000000000008,0,,9,3.0,0.2869444444444444,2.5824999999999996,0.14567820609829446,0.12365292954610299,1.1654256487863557,0.38847521626211856,0.09235353310985901,2.197159723424149,0.5,5,0.2051134783527656,0.051393958912697886,3.27252104176524,599,0.7734173536300659,0.8633317947387695,0,0,0,0,14.481999999999985,1
2025-09-26_19-12-44-115b6a40,115b6a40,waldo_1,3.0,3.0,128.20499999999998,1,0.0,9,3.0,0.30305633333333337,2.727507,0.10150908894085822,0.10523413619596124,0.8120727115268658,0.2706909038422886,0.029157368214644274,1.974937501201927,0.8443609377704335,4,0.3700796952016492,0.30051273865889616,4.071836732058273,530,0.6737527251243591,0.7227666974067688,0,0,0,0,96.9905,1
2025-09-26_19-12-44-115b6a40,115b6a40,waldo_2,3.0,1.5769999999999982,1.5769999999999982,1,1.0,5,3.1705770450221977,0.28329379999999993,1.4164689999999998,0.10511748067319056,0.10768284995793082,0.42046992269276223,0.266626457002386,0.015272243384116143,1.5219280948873621,0.5,3,0.0850011014137587,0.015301084753434054,2.634732212963702,305,0.8258212208747864,0.9517759084701538,3,3,0,1,7.363999999999997,0
2025-09-26_19-12-44-115b6a40,115b6a40,waldo_3,3.0,3.0,45.269000000000005,1,0.0,12,4.0,0.22271775000000002,2.672613,0.11171736275335542,0.09354508722707595,1.2288909902869096,0.40963033009563654,0.025713673954839242,1.5510981710072647,0.9777170456512243,4,0.3069085287817136,0.21532861345494847,3.9937115861951247,589,0.8560705780982971,0.9146662354469299,0,0,0,0,23.496000000000002,1
2025-09-26_19-12-44-115b6a40,115b6a40,waldo_4,3.0,1.429000000000002,1.429000000000002,1,0.0,6,4.198740377886628,0.325313,1.951878,0.10229792537012669,0.1204800642851727,0.5114896268506335,0.35793535818798655,0.00811096167532941,0.6500224216483541,0.6490224995673063,2,0.05826643919905533,0.02725416838004663,0.9793357301350274,286,0.7364136576652527,0.7757961750030518,2,0,2,1,14.481999999999985,0
2025-09-26_19-17-52-c0419fea,c0419fea,waldo_1,3.0,3.0,17.733,1,0.0,7,2.3333333333333335,0.3803715714285714,2.662601,0.13851928947131095,0.10253075606024822,0.8311157368278657,0.2770385789426219,0.021385350860660603,1.5566567074628228,0.792481250360578,3,0.38116215653530666,0.32094455340892897,3.432673736021141,442,0.7476125955581665,0.8049439191818237,0,0,0,0,96.9905,0
2025-09-26_19-17-52-c0419fea,c0419fea,waldo_2,3.0,3.0,17.142000000000003,1,1.0,7,2.3333333333333335,0.31815885714285713,2.227112,0.23181211760945655,0.13771311335000047,1.3908727056567394,0.4636242352189131,0.17892825490734315,1.9502120649147465,0.6666666666666666,4,0.396614942471202,0.14108974916941794,4.249107588125949,600,0.8532881736755371,0.9519898891448975,0,0,0,0,7.363999999999997,1
2025-09-26_19-17-52-c0419fea,c0419fea,waldo_3,3.0,3.0,23.496000000000002,1,1.0,9,3.0,0.27083211111111116,2.4374890000000002,0.2191720718622447,0.1895711425931348,1.7533765748979575,0.5844588582993192,0.22205450801993815,2.725480556997868,0.5,7,0.5612962594663009,0.25600706548785324,4.273335527082701,516,0.8323432207107544,0.8750378489494324,0,0,0,0,23.496000000000002,0
2025-09-26_19-17-52-c0419fea,c0419fea,waldo_4,3.0,2.710000000000008,2.710000000000008,1,1.0,5,1.8450184501844964,0.6956734000000001,3.4783670000000004,0.08718926198488026,0.10443034079207819,0.34875704793952106,0.12869263761605906,0.007663262255422463,0.7219280948873623,0.6887218755408672,2,0.06137426491948912,0.014357846343671078,2.5539364442204677,541,0.857833206653595,0.9165186882019043,2,2,0,1,14.481999999999985,0
2025-09-26_19-27-31-2699d4a1,2699d4a1,waldo_1,3.0,3.0,60.736,1,1.0,7,2.3333333333333335,0.4018032857142857,2.812623,0.05454818268244039,0.060792577632005206,0.32728909609464235,0.10909636536488078,0.010596116826469562,0.9852281360342515,0.5408520829727552,2,0.20191264382269103,0.17255975397240086,3.421265196997856,580,0.7164682149887085,0.8399297595024109,0,0,0,0,96.9905,0
2025-09-26_19-27-31-2699d4a1,2699d4a1,waldo_2,3.0,3.000000000000007,13.595000000000006,1,1.0,5,1.6666666666666627,0.20117659999999998,1.0058829999999999,0.21798591516163718,0.18525421942824988,0.8719436606465487,0.29064788688218224,0.04574326368638054,1.5219280948873621,0.5,3,0.20123274622188295,0.06154109190825608,4.768031229727842,486,0.8024951219558716,0.9010913968086243,1,1,0,1,7.363999999999997,1
2025-09-26_19-27-31-2699d4a1,2699d4a1,waldo_3,3.0,3.0,16.305000000000007,1,0.0,9,3.0,0.2552202222222222,2.296982,0.24661521845687923,0.18251279713421345,1.9729217476550338,0.6576405825516779,0.09204391965843087,1.7527152789797045,1.0,4,0.3227735266919208,0.14779373112449445,4.320335397080406,397,0.8047811985015869,0.9144059419631958,0,0,0,0,23.496000000000002,0
2025-09-26_19-27-31-2699d4a1,2699d4a1,waldo_4,3.0,3.0,7.6839999999999975,1,1.0,9,3.0,0.25915311111111117,2.3323780000000003,0.11596615017040701,0.09157301257033221,0.9277292013632561,0.30924306712108535,0.030825346634421623,1.5304930567574824,0.75,3,0.2877465254581938,0.14386869403084368,3.7414520220642054,511,0.6072935461997986,0.7586967349052429,0,0,0,0,14.481999999999985,0
