recording_id,participant_id,level_name,window_s,effective_window_s,total_search_time_s,label_found_waldo,label_first_hit_direct,early_fix_count,early_fix_rate,early_avg_fix_duration_s,early_total_fix_duration_s,early_saccade_length_avg,early_saccade_length_median,early_scanpath_length_total,early_scanpath_length_per_s,early_spatial_coverage_hull,early_fixation_entropy_4x4,early_transition_entropy_4x4,early_unique_grid_cells_4x4,early_mean_distance_to_target,early_min_distance_to_target,early_gaze_entropy,early_gaze_count,early_mean_saliency,early_max_saliency,early_waldo_hit_count,early_direct_hit_count,early_peripheral_hit_count,early_hit_any,level_median_search_s,label_long_search
2025-09-26_16-24-13-61db42a9,61db42a9,waldo_3,10.0,10.0,60.785,1,0.0,30,3.0,0.3052797666666666,9.158392999999998,0.12513797020453082,0.10359346985786035,3.6290011359313943,0.36290011359313945,0.3675323473913725,3.185174447128411,1.1555094829078254,11,0.348889291304463,0.10161983208504759,5.468196860621413,1966,0.8246553540229797,0.9332093596458435,0,0,0,0,23.496000000000002,1
2025-09-26_16-24-13-61db42a9,61db42a9,waldo_4,10.0,9.999999999999993,35.35999999999999,1,0.0,32,3.2000000000000024,0.27056784375,8.658171,0.1410957606178987,0.1394134566677165,4.37396857915486,0.43739685791548627,0.2974655603847919,2.6040301730294653,0.9095308791963406,9,0.2659671361786825,0.013288449745110597,5.137982639115606,1897,0.7124277353286743,0.8979671597480774,2,1,1,1,14.481999999999985,1
2025-09-26_16-45-00-95032692,95032692,waldo_1,10.0,10.0,98.074,1,1.0,27,2.7,0.37294851851851846,10.069609999999999,0.18189697231617144,0.08072756046470186,4.729321280220457,0.4729321280220457,0.4439062118262392,3.0226319490832103,1.3852312473462887,10,0.28425897039649123,0.04740031107951536,4.811531750049943,1634,0.7045595645904541,0.8860937356948853,0,0,0,0,96.9905,1
2025-09-26_16-45-00-95032692,95032692,waldo_2,10.0,10.0,10.638999999999996,1,1.0,19,1.9,0.35058526315789473,6.66112,0.15476482760112176,0.1500084262426457,2.7857668968201916,0.27857668968201915,0.07141345784433634,2.0418145155018155,1.133687330920372,5,0.23926100984054335,0.04468672726769436,5.265649226974739,1289,0.855888843536377,0.8986796140670776,1,1,0,1,7.363999999999997,1
2025-09-26_16-45-00-95032692,95032692,waldo_3,10.0,5.025000000000006,5.025000000000006,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0220196752231843,699,0.0,0.0,0,0,0,0,23.496000000000002,0
2025-09-26_16-45-00-95032692,95032692,waldo_4,10.0,10.000000000000014,14.481999999999985,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.7429648734424825,886,0.0,0.0,0,0,0,0,14.481999999999985,0
2025-09-26_19-01-53-2ec86210,2ec86210,waldo_1,10.0,10.0,311.217,1,0.0,14,1.4,0.105802,1.481228,0.2211217052163233,0.09767018909799112,2.874582167812203,0.2874582167812203,0.09832457987389834,1.9852281360342514,0.943435577422339,5,0.19408504266241303,0.023822908404563976,5.636947360170856,1810,0.7602113485336304,0.9078230261802673,1,0,1,1,96.9905,1
2025-09-26_19-01-53-2ec86210,2ec86210,waldo_2,10.0,10.0,11.329999999999984,0,,10,1.0,0.1241258,1.241258,0.1561777290912182,0.08950445387586413,1.4055995618209638,0.14055995618209638,0.07055950363342534,1.9219280948873623,1.1949875002403854,4,0.28064908141103223,0.15700684918466445,5.314062891466765,1845,0.8352311253547668,0.9110252857208252,0,0,0,0,7.363999999999997,1
2025-09-26_19-01-53-2ec86210,2ec86210,waldo_3,10.0,10.0,90.04500000000002,0,,9,0.9,0.10457022222222223,0.9411320000000001,0.12828018166826904,0.05962597920998708,1.0262414533461524,0.10262414533461524,0.0541184772977292,1.3921472236645345,0.75,3,0.30117649023187804,0.11841719225888803,5.606191552991394,1738,0.8263567090034485,0.8509458303451538,0,0,0,0,23.496000000000002,1
2025-09-26_19-01-53-2ec86210,2ec86210,waldo_4,10.0,10.0,27.88100000000003,1,0.0,4,0.4,0.1213745,0.485498,0.20641333223700178,0.16485438608019057,0.6192399967110054,0.06192399967110054,0.008946025440530326,1.5,0.6666666666666666,3,0.22584422687630823,0.131126492450656,5.871781831552907,1722,0.7349137663841248,0.8561164736747742,0,0,0,0,14.481999999999985,1
