recording_id,participant_id,level_name,window_s,effective_window_s,total_search_time_s,label_found_waldo,label_first_hit_direct,early_fix_count,early_fix_rate,early_avg_fix_duration_s,early_total_fix_duration_s,early_saccade_length_avg,early_saccade_length_median,early_scanpath_length_total,early_scanpath_length_per_s,early_spatial_coverage_hull,early_fixation_entropy_4x4,early_transition_entropy_4x4,early_unique_grid_cells_4x4,early_mean_distance_to_target,early_min_distance_to_target,early_gaze_entropy,early_gaze_count,early_mean_saliency,early_max_saliency,early_waldo_hit_count,early_direct_hit_count,early_peripheral_hit_count,early_hit_any,level_median_search_s,label_long_search
2025-09-26_19-10-19-05411873,05411873,waldo_1,10.0,10.0,79.06,1,1.0,28,2.8,0.2961697142857143,8.292752,0.09911225401997156,0.08119335489733853,2.676030858539232,0.26760308585392323,0.14984481859581794,2.0596514588594785,1.031782424842599,5,0.2022488430904655,0.012624126558018577,5.12487843928388,1512,0.7563949227333069,0.9231759309768677,1,1,0,1,96.9905,0
2025-09-26_19-10-19-05411873,05411873,waldo_2,10.0,3.891999999999996,3.891999999999996,1,1.0,9,2.312435765673178,0.44487555555555564,4.0038800000000005,0.12858895769056233,0.1060456140063886,1.0287116615244987,0.2643144042971479,0.06647663170549717,2.0588138903312014,0.75,5,0.1685243815607815,0.011040693715668105,3.324108832472473,767,0.8206185102462769,0.9045579433441162,2,2,0,1,7.363999999999997,0
2025-09-26_19-10-19-05411873,05411873,waldo_3,10.0,3.792999999999992,3.792999999999992,0,,7,1.8455048774057512,0.6534445714285714,4.5741119999999995,0.09850289192237537,0.10864310045668826,0.5910173515342522,0.15581791498398453,0.03484518313492208,1.3787834934861753,0.8741854163060885,3,0.2656853692465498,0.06697264251088997,2.1704861759898533,650,0.8189424276351929,0.9117584824562073,0,0,0,0,23.496000000000002,0
2025-09-26_19-10-19-05411873,05411873,waldo_4,10.0,10.0,15.960000000000008,0,,24,2.4,0.3743180833333333,8.983633999999999,0.15739798783508635,0.14515905679925784,3.6201537202069862,0.3620153720206986,0.14439619197992967,2.288320189106,1.2350596502855082,6,0.17078770826503512,0.051393958912697886,4.379585572831965,1739,0.726908266544342,0.8651974201202393,0,0,0,0,14.481999999999985,1
2025-09-26_19-12-44-115b6a40,115b6a40,waldo_1,10.0,10.0,128.20499999999998,1,0.0,29,2.9,0.3278974482758621,9.509026,0.0979541737518348,0.0811277480591863,2.7427168650513742,0.27427168650513745,0.12632575380825198,2.2196331229758175,1.0320213197228485,7,0.2531008449271778,0.0382176794607338,5.1974575321203265,1787,0.7088996171951294,0.8067280054092407,0,0,0,0,96.9905,1
2025-09-26_19-12-44-115b6a40,115b6a40,waldo_2,10.0,1.5769999999999982,1.5769999999999982,1,1.0,5,3.1705770450221977,0.28329379999999993,1.4164689999999998,0.10511748067319056,0.10768284995793082,0.42046992269276223,0.266626457002386,0.015272243384116143,1.5219280948873621,0.5,3,0.0850011014137587,0.015301084753434054,2.634732212963702,305,0.8258212208747864,0.9517759084701538,3,3,0,1,7.363999999999997,0
2025-09-26_19-12-44-115b6a40,115b6a40,waldo_3,10.0,10.0,45.269000000000005,1,0.0,34,3.4,0.22551114705882355,7.667379,0.1617670194702159,0.14605416832007329,5.338311642517125,0.5338311642517125,0.16996709298345902,1.8007439917597243,1.468612980834443,6,0.37249256586035523,0.10381493929653414,5.039809264143296,1069,0.8566572666168213,0.9573374390602112,0,0,0,0,23.496000000000002,1
2025-09-26_19-12-44-115b6a40,115b6a40,waldo_4,10.0,1.429000000000002,1.429000000000002,1,0.0,6,4.198740377886628,0.325313,1.951878,0.10229792537012669,0.1204800642851727,0.5114896268506335,0.35793535818798655,0.00811096167532941,0.6500224216483541,0.6490224995673063,2,0.05826643919905533,0.02725416838004663,0.9793357301350274,286,0.7364136576652527,0.7757961750030518,2,0,2,1,14.481999999999985,0
2025-09-26_19-17-52-c0419fea,c0419fea,waldo_1,10.0,10.0,17.733,1,0.0,19,1.9,0.39328399999999997,7.472395999999999,0.1929290572219479,0.13585059529451887,3.472723029995062,0.34727230299950623,0.20444474975080304,2.7205827761460135,1.0621897488202081,8,0.2849176504781665,0.07505793081551246,5.2843533613531815,1344,0.7579897046089172,0.8777852654457092,0,0,0,0,96.9905,0
2025-09-26_19-17-52-c0419fea,c0419fea,waldo_2,10.0,10.0,17.142000000000003,1,1.0,27,2.7,0.30825833333333336,8.322975000000001,0.17902919633526673,0.1338670229181249,4.654759104716935,0.4654759104716935,0.3538323668182769,3.3060202622092554,1.1349913463202668,11,0.40950296412538245,0.09331072814668874,5.187071287384257,1858,0.8139176964759827,0.9663678407669067,0,0,0,0,7.363999999999997,1
2025-09-26_19-17-52-c0419fea,c0419fea,waldo_3,10.0,10.0,23.496000000000002,1,1.0,26,2.6,0.3095133846153846,8.047348,0.23666126825117512,0.23361685468125407,5.916531706279378,0.5916531706279378,0.40961382398875884,3.47450498810543,1.0047766191505498,13,0.4462923283285527,0.03954467431242877,5.321724812589297,1510,0.8390682935714722,0.9198621511459351,0,0,0,0,23.496000000000002,0
2025-09-26_19-17-52-c0419fea,c0419fea,waldo_4,10.0,2.710000000000008,2.710000000000008,1,1.0,5,1.8450184501844964,0.6956734000000001,3.4783670000000004,0.08718926198488026,0.10443034079207819,0.34875704793952106,0.12869263761605906,0.007663262255422463,0.7219280948873623,0.6887218755408672,2,0.06137426491948912,0.014357846343671078,2.5539364442204677,541,0.857833206653595,0.9165186882019043,2,2,0,1,14.481999999999985,0
2025-09-26_19-27-31-2699d4a1,2699d4a1,waldo_1,10.0,10.0,60.736,1,1.0,23,2.3,0.39081504347826074,8.988745999999997,0.05210254048992502,0.046805091169820956,1.1462558907783504,0.11462558907783504,0.05691720601481913,2.292998090456732,0.6149332453631416,6,0.20989338543213745,0.05000919692662821,4.588342656565182,1978,0.7369325160980225,0.8399297595024109,0,0,0,0,96.9905,0
2025-09-26_19-27-31-2699d4a1,2699d4a1,waldo_2,10.0,10.000000000000007,13.595000000000006,1,1.0,19,1.8999999999999986,0.3447777368421053,6.550777,0.21608343543943098,0.13662172289645086,3.8895018379097577,0.3889501837909755,0.3566970275376911,2.7550576199383077,1.089424470802045,8,0.26771177420649084,0.06154109190825608,5.4578485422396605,1379,0.7543312311172485,0.9010913968086243,1,1,0,1,7.363999999999997,1
2025-09-26_19-27-31-2699d4a1,2699d4a1,waldo_3,10.0,10.0,16.305000000000007,1,0.0,27,2.7,0.3006605555555556,8.117835000000001,0.17890347933673478,0.1070300056179039,4.651490462755104,0.46514904627551046,0.20158813154914773,2.485956949243467,1.405695438717038,7,0.4039089407816338,0.058217833375577045,5.140655731060619,1624,0.7918789982795715,0.9458381533622742,0,0,0,0,23.496000000000002,0
2025-09-26_19-27-31-2699d4a1,2699d4a1,waldo_4,10.0,7.6839999999999975,7.6839999999999975,1,1.0,15,1.952108276939095,0.42173406666666674,6.326011000000001,0.12829948416555806,0.09157301257033221,1.7961927783178129,0.2337575193021621,0.062288842361018545,2.2062389286533897,0.6603651784168951,5,0.2323844242850478,0.02862022248765624,3.432925137087757,1251,0.6587666273117065,0.900897741317749,1,1,0,1,14.481999999999985,0
2025-09-26_19-29-58-b4f7a1df,b4f7a1df,waldo_1,10.0,9.999999999999998,114.921,1,0.0,31,3.1000000000000005,0.28041170967741935,8.692763,0.1640207262750531,0.1420222345874611,4.920621788251593,0.49206217882515935,0.36582483354159184,3.2920741350536344,1.3305382320297878,12,0.3193177362681992,0.066140635345406,5.760303079244204,1734,0.7220829129219055,0.8675830364227295,0,0,0,0,96.9905,1
2025-09-26_19-29-58-b4f7a1df,b4f7a1df,waldo_2,10.0,3.3499999999999943,3.3499999999999943,1,1.0,7,2.0895522388059735,0.6634639999999999,4.644247999999999,0.304937187983249,0.2623634229533927,1.8296231278994939,0.5461561575819394,0.1929852309173672,2.5216406363433186,0.3333333333333333,6,0.31056584512087576,0.03760745737642237,3.0526338383710594,470,0.8011074662208557,0.9152027368545532,1,1,0,1,7.363999999999997,0
2025-09-26_19-29-58-b4f7a1df,b4f7a1df,waldo_3,10.0,6.1580000000000155,6.1580000000000155,0,,20,3.2478077297823886,0.38110790000000005,7.622158000000001,0.25905207016331694,0.2132518458125665,4.921989333103022,0.7992837500979229,0.4402418383913133,3.621928094887362,0.631578947368421,13,0.4054369770727345,0.0238650820721603,4.553806872991195,1163,0.787021815776825,0.8970778584480286,0,0,0,0,23.496000000000002,0
2025-09-26_19-29-58-b4f7a1df,b4f7a1df,waldo_4,10.0,2.3649999999999807,2.3649999999999807,0,,7,2.959830866807635,0.5683555714285714,3.9784889999999997,0.15230427769464147,0.10994199285284467,0.9138256661678489,0.38639563051494985,0.03163208374842916,1.3787834934861753,1.0,3,0.15552412752340175,0.023942710160753312,2.531241315895196,468,0.7649650573730469,0.9212876558303833,0,0,0,0,14.481999999999985,0
2025-09-26_19-37-31-91230d39,91230d39,waldo_1,10.0,9.999999999999996,33.24900000000001,1,0.0,28,2.800000000000001,0.29171342857142857,8.167976,0.12869475466001412,0.08431386808050115,3.4747583758203815,0.34747583758203826,0.2400187595939371,2.535010175434736,1.1820795170701346,8,0.19387651218119653,0.004094489737195878,4.942553584341557,1569,0.7713079452514648,0.9988800883293152,2,1,1,1,96.9905,0
2025-09-26_19-37-31-91230d39,91230d39,waldo_2,10.0,2.118000000000009,2.118000000000009,1,0.0,5,2.3607176581680727,0.6075718,3.037859,0.07211534005011294,0.07308583617037871,0.28846136020045177,0.1361951653448775,0.0079538251383238,1.5219280948873621,0.5,3,0.1079544244077795,0.022495255408130476,3.277651397455232,343,0.8229015469551086,0.8712391257286072,2,1,1,1,7.363999999999997,0
2025-09-26_19-37-31-91230d39,91230d39,waldo_3,10.0,6.600999999999999,6.600999999999999,1,0.0,15,2.272382972276928,0.3546589333333333,5.319884,0.2040549892247614,0.15088420808554698,2.8567698491466595,0.43277834406099985,0.35385171914575575,2.4225797618424916,0.5974662840428772,7,0.289696637109641,0.011907557618741613,4.1856756716575285,876,0.8152188658714294,0.8922384977340698,2,1,1,1,23.496000000000002,0
2025-09-26_19-37-31-91230d39,91230d39,waldo_4,10.0,3.2510000000000048,3.2510000000000048,1,1.0,4,1.2303906490310657,0.75444225,3.017769,0.10897282343270004,0.0951452222852162,0.3269184702981001,0.10055935721258064,0.001822463551255507,1.5,0.6666666666666666,3,0.11979149752350587,0.007154907885714205,1.4729083293989012,621,0.7292304039001465,0.7921919226646423,1,1,0,1,14.481999999999985,0
2025-09-26_19-39-21-36589e44,36589e44,waldo_1,10.0,10.0,143.491,1,0.0,25,2.5,0.30407083999999995,7.601770999999999,0.20212914268648327,0.10667358541475452,4.851099424475598,0.48510994244755984,0.5079576575913457,3.063465189601647,0.7354785189334678,11,0.30871962923891677,0.024343260540083775,5.14015433501712,1991,0.7187409400939941,0.9572626352310181,1,0,1,1,96.9905,1
2025-09-26_19-39-21-36589e44,36589e44,waldo_2,10.0,10.0,33.792,1,0.0,35,3.5,0.2334922285714286,8.172228,0.1358366985515696,0.1143741419725407,4.618447750753367,0.46184477507533667,0.34288653068176017,3.1888216752051477,1.3241044120192316,11,0.31322428915232686,0.06507372239721344,5.876566012710986,1997,0.8060715794563293,0.9195235967636108,1,0,1,1,7.363999999999997,1
2025-09-26_19-39-21-36589e44,36589e44,waldo_3,10.0,10.0,156.248,1,0.0,30,3.0,0.2210583,6.631749,0.11057931359564606,0.08449929299568548,3.206800094273736,0.32068000942737357,0.2083231363260987,2.6552614282206957,1.1442878291391172,8,0.5494329759414797,0.3076774775757367,5.625312859070906,1997,0.8344724774360657,0.9264450073242188,0,0,0,0,23.496000000000002,1
2025-09-26_19-39-21-36589e44,36589e44,waldo_4,10.0,10.0,91.03000000000003,1,0.0,26,2.6,0.3543755769230769,9.213765,0.09213868900774523,0.08468291429657461,2.303467225193631,0.23034672251936308,0.08256752535020602,1.71161891562674,1.0539340186569297,5,0.13541474474534285,0.030637876468493832,4.317862255579944,1968,0.7084958553314209,0.9262169003486633,1,0,1,1,14.481999999999985,1
2025-09-26_20-20-21-410567f0,410567f0,waldo_1,10.0,10.0,95.90700000000001,1,0.0,26,2.6,0.325499,8.462973999999999,0.19819251357045803,0.20173128905524243,4.954812839261451,0.4954812839261451,0.4477596884796581,3.796217602590056,0.6701955000865386,15,0.3515919906655495,0.0933192711365748,5.6822449221051805,1831,0.7010373473167419,0.8725411295890808,0,0,0,0,96.9905,0
2025-09-26_20-20-21-410567f0,410567f0,waldo_2,10.0,4.088999999999999,4.088999999999999,0,,10,2.445585717779409,0.334812,3.34812,0.31940079024032453,0.16374319076722801,2.874607112162921,0.7030098097732751,0.5144801722233278,2.6464393446710157,0.3060986113514965,7,0.4768204914116416,0.0882434784317077,3.715741215893233,806,0.7088111639022827,0.8960810303688049,0,0,0,0,7.363999999999997,0
2025-09-26_20-20-21-410567f0,410567f0,waldo_3,10.0,10.000000000000014,32.70800000000001,0,,27,2.699999999999996,0.2980601851851852,8.047625,0.18221455207674772,0.1281343450084552,4.737578353995441,0.4737578353995434,0.39870002991648024,3.467669446527785,1.1059572116216718,13,0.43980639631895435,0.06412666421185159,5.6045486617174225,1887,0.8192203044891357,0.9138639569282532,0,0,0,0,23.496000000000002,1
2025-09-26_20-20-21-410567f0,410567f0,waldo_4,10.0,10.0,91.86699999999999,0,,31,3.1,0.26863222580645163,8.327599000000001,0.16327079687000529,0.12179216771135253,4.8981239061001585,0.48981239061001586,0.443452047959783,3.5217326988847235,1.0802123985522232,14,0.3527721761860985,0.02975151044494599,5.621651992709723,1954,0.6908103227615356,0.8238218426704407,0,0,0,0,14.481999999999985,1
