cluster,centroid_x,centroid_y,n_fixations,sum_duration_s
0,0.3339861209193865,0.13017471631367994,2,0.520375
1,0.5836414655049642,0.07613979114426504,3,0.480489
2,0.16903667415267432,0.1657958005009026,2,1.96186
3,0.7195734828710556,0.0655823796987533,2,0.775741
4,0.7832409339922446,0.2192674313982327,6,1.8117419999999997
5,0.7797719519504737,0.10547089796045638,4,1.7716319999999999
6,0.7846067043451163,0.3710769781699548,2,0.680739
7,0.6768580241636797,0.3137738664041866,2,0.84575
