recording_id,total_fixations,avg_fixation_duration_s,total_fixation_duration_s,saccade_length_avg,fixation_dispersion,fixation_revisits,waldo_fixations,waldo_fixation_duration_total_s,waldo_fixation_duration_avg_s,waldo_fixation_ratio,waldo_time_ratio,waldo_first_fixation_s,waldo_last_fixation_s,waldo_revisits,gaze_entropy,surface_visibility_ratio,surface_gaze_ratio,fixation_density,peripheral_gaze_rate
2025-09-26_19-12-44-115b6a40,519,0.3349267912755298,173.827004672,0.14114732636781885,0.1858810514777971,43,22,11.420614000000002,0.5191188181818183,0.04238921001926782,0.06570103432173811,30.313124864,193.43922688,2,7.966149582887735,0,0,0,0.7272727272727273
