recording_id,total_fixations,avg_fixation_duration_s,total_fixation_duration_s,saccade_length_avg,fixation_dispersion,fixation_revisits,waldo_fixations,waldo_fixation_duration_total_s,waldo_fixation_duration_avg_s,waldo_fixation_ratio,waldo_time_ratio,waldo_first_fixation_s,waldo_last_fixation_s,waldo_revisits,gaze_entropy,surface_visibility_ratio,surface_gaze_ratio,fixation_density,peripheral_gaze_rate
2025-09-26_19-17-52-c0419fea,157,0.37343430114649684,58.62918528,0.8343841307483189,1.9062009058833176,5,8,8.452853999999999,1.0566067499999998,0.050955414012738856,0.14417485011314826,15.12900224,68.523496192,1,7.495625628704921,0,0,0,0.375
