recording_id,total_fixations,avg_fixation_duration_s,total_fixation_duration_s,saccade_length_avg,fixation_dispersion,fixation_revisits,waldo_fixations,waldo_fixation_duration_total_s,waldo_fixation_duration_avg_s,waldo_fixation_ratio,waldo_time_ratio,waldo_first_fixation_s,waldo_last_fixation_s,waldo_revisits,gaze_entropy,surface_visibility_ratio,surface_gaze_ratio,fixation_density,peripheral_gaze_rate
2025-09-26_16-24-13-61db42a9,300,0.3410839492266667,102.325184768,0.16769771184533197,0.22229353314194855,8,10,11.150248,1.1150248,0.03333333333333333,0.1089687551044325,35.292742144,95.548472064,0,8.038542734445482,0,0,0,0.6
