recording_id,total_fixations,avg_fixation_duration_s,total_fixation_duration_s,saccade_length_avg,fixation_dispersion,fixation_revisits,waldo_fixations,waldo_fixation_duration_total_s,waldo_fixation_duration_avg_s,waldo_fixation_ratio,waldo_time_ratio,waldo_first_fixation_s,waldo_last_fixation_s,waldo_revisits,gaze_entropy,surface_visibility_ratio,surface_gaze_ratio,fixation_density,peripheral_gaze_rate
2025-09-26_19-39-21-36589e44,1338,0.2910641388101644,389.443817728,0.1340808602955527,0.23325490555159184,180,31,18.126444,0.584724,0.023168908819133034,0.04654443895334882,6.946497024,443.265842176,5,8.64660431202384,0,0,0,0.7096774193548387
