cluster,centroid_x,centroid_y,n_fixations,sum_duration_s
0,0.4796636790037155,0.37019289533297217,2,0.8507440000000001
1,0.4987759441137314,0.3773592486977577,2,0.270366
2,0.48131767014953536,0.3564070121261662,3,5.750501000000001
3,0.24097671290539727,0.2161562683004321,6,2.497386
