waldo,type,x,y,timestamp_s,duration_ms,cluster
waldo_1,direct,0.4706493318080902,0.3676492571830749,9.939251968,355.249,-1
waldo_1,peripheral,0.4790097262178148,0.3416670475687299,51.707873024,305.375,-1
waldo_1,peripheral,0.4996793394287427,0.3659130434195201,74.924496896,525.5029999999999,-1
waldo_1,peripheral,0.4849679943393258,0.4086865738910787,81.930995968,1641.5,-1
waldo_1,direct,0.4852814104022651,0.3983151090556177,84.49337088,2792.5,-1
waldo_2,direct,0.6337528366308945,0.2700174359174875,91.159494912,605.625,0
waldo_2,direct,0.6385006737709046,0.3178045082092285,91.795126016,1186.124,0
