world_index,marker_uid,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y
0,apriltag_v3:tag36h11:21,755.8237915039061,875.1631469726561,792.7708129882812,876.5118408203126,790.6607666015626,841.0265502929689,753.7583007812501,839.9766845703124
0,apriltag_v3:tag36h11:22,1389.4086914062498,478.924072265625,1423.0892333984373,478.1315002441405,1418.5373535156252,439.21035766601557,1385.4036865234377,439.07006835937506
0,apriltag_v3:tag36h11:23,1389.4471435546875,850.5681762695312,1421.386962890625,846.6864624023439,1424.9730224609375,810.734130859375,1391.2946777343752,814.0226440429686
1,apriltag_v3:tag36h11:21,749.1651611328125,875.2231445312499,786.678466796875,876.5176391601562,784.2794189453126,840.9933471679688,747.4772338867189,839.9192504882812
1,apriltag_v3:tag36h11:22,1383.7010498046875,478.8083801269532,1416.663818359375,477.6683654785156,1412.6242675781248,439.0621032714843,1378.6968994140625,438.8450622558594
6,apriltag_v3:tag36h11:20,647.50146484375,523.9284057617188,683.7461547851564,520.4652709960938,681.3975219726562,482.619903564453,646.494873046875,486.1665649414063
6,apriltag_v3:tag36h11:21,679.8712158203126,877.1953735351564,716.1208496093749,877.5363159179688,713.6068725585938,841.7210693359375,677.4438476562502,841.6340942382814
6,apriltag_v3:tag36h11:22,1309.1147460937495,472.495361328125,1342.8865966796877,469.36703491210943,1338.3238525390627,431.40637207031256,1305.0690917968748,432.1407775878907
6,apriltag_v3:tag36h11:23,1315.9462890624998,840.7886962890624,1348.2056884765627,836.0798339843751,1351.9437255859375,800.36669921875,1317.8752441406248,804.2953491210936
7,apriltag_v3:tag36h11:20,646.4034423828125,526.0765991210938,682.4114379882814,522.9542846679686,680.7639770507812,484.56951904296864,645.5791625976561,488.16137695312506
7,apriltag_v3:tag36h11:21,678.4890136718748,878.5531005859374,714.4630737304688,879.5916748046875,711.8626098632815,843.581298828125,675.3734130859376,843.2842407226564
7,apriltag_v3:tag36h11:22,1307.4940185546873,476.01116943359375,1342.0836181640625,474.44174194335943,1336.6748046875,436.046630859375,1303.2918701171875,436.3561401367187
7,apriltag_v3:tag36h11:23,1313.23779296875,844.4878540039062,1346.3182373046875,840.2341308593751,1349.4752197265627,804.8940429687501,1315.8685302734375,808.001953125
8,apriltag_v3:tag36h11:20,648.2813720703125,527.9681396484376,683.6954345703125,524.8571777343749,682.1257324218749,486.4812011718749,646.4233398437499,489.90963745117193
8,apriltag_v3:tag36h11:21,678.477783203125,880.21337890625,714.4520874023439,881.583312988281,711.9547119140624,845.8603515624999,675.5668334960938,845.0896606445316
8,apriltag_v3:tag36h11:22,1308.246337890625,479.5542297363281,1342.8231201171877,477.7686462402344,1337.5333251953125,440.074951171875,1303.9581298828125,440.3814086914063
8,apriltag_v3:tag36h11:23,1313.0963134765625,847.9479370117188,1346.048583984375,843.7827148437498,1349.3045654296877,808.4461669921875,1315.7668457031252,811.461364746094
9,apriltag_v3:tag36h11:20,648.2706909179688,529.03857421875,683.7425537109374,526.0208129882812,682.6087646484375,487.5841979980469,646.7362670898438,490.94439697265614
9,apriltag_v3:tag36h11:21,678.6348876953126,881.3406372070312,714.5944213867188,882.1682128906249,711.9075927734374,846.8814086914062,675.5773925781251,846.2333984375002
9,apriltag_v3:tag36h11:22,1308.2030029296875,480.87615966796875,1342.8968505859375,480.0079650878907,1337.5617675781248,441.2123413085937,1303.924072265625,441.59234619140625
9,apriltag_v3:tag36h11:23,1312.8466796875,848.8125610351562,1345.770751953125,844.3359985351562,1349.1351318359375,808.8681030273438,1315.4895019531252,812.21875
10,apriltag_v3:tag36h11:20,646.4355468749997,529.1619262695312,681.873291015625,526.1410522460939,680.622009277344,487.68930053710943,645.424072265625,491.1862792968749
