timestamp [ns],gaze detected on surface,gaze position on surface x [normalized],gaze position on surface y [normalized]
1758904200183188632,False,-0.6715421676635742,-0.09808111190795898
1758904200188178632,False,-0.6696431636810303,-0.1073617935180664
1758904200193178632,False,-0.6720442175865173,-0.10987472534179688
1758904200198178632,False,-0.6741963624954224,-0.1095881462097168
1758904200203178632,False,-0.6895941495895386,-0.09692263603210449
1758904200208178632,False,-0.6716954708099365,-0.10286843776702881
1758904200213178632,False,-0.6694883108139038,-0.10223138332366943
1758904200218178632,False,-0.6786181926727295,-0.0987023115158081
1758904200223194632,False,-0.6785890460014343,-0.09956169128417969
1758904200228178632,False,-0.678596556186676,-0.10729694366455078
1758904200233178632,False,-0.6795551180839539,-0.09936702251434326
1758904200238178632,False,-0.678668737411499,-0.09632587432861328
1758904200243178632,False,-0.6814722418785095,-0.10039544105529785
1758904200248178632,False,-0.6835389137268066,-0.09216642379760742
1758904200253178632,False,-0.683596134185791,-0.09263849258422852
1758904200453428632,True,0.0684497058391571,0.3370653986930847
1758904200458428632,True,0.06847964972257614,0.3370591402053833
1758904200463428632,True,0.06206469237804413,0.3479342460632324
1758904200468428632,True,0.06327878683805466,0.34869104623794556
1758904200473433632,True,0.06216948851943016,0.3588448166847229
1758904200478433632,True,0.06143665313720703,0.3585982918739319
1758904200483428632,True,0.06243915110826492,0.3625726103782654
1758904200488428632,True,0.06558071076869965,0.35775530338287354
1758904200493428632,True,0.06481155753135681,0.3598595857620239
1758904200498436632,True,0.06467502564191818,0.3592711091041565
1758904200503428632,True,0.06755218654870987,0.3663972020149231
1758904200508428632,True,0.06766875088214874,0.3673784136772156
1758904200513428632,True,0.06747084856033325,0.36661219596862793
1758904200518436632,True,0.06702092289924622,0.3630686402320862
1758904200523428632,True,0.06488919258117676,0.372381329536438
1758904200528435632,True,0.06471613794565201,0.3695869445800781
1758904200533428632,True,0.06307251751422882,0.368691623210907
1758904200538428632,True,0.06476110219955444,0.3752893805503845
1758904200543428632,True,0.06249247491359711,0.37458330392837524
1758904200548428632,True,0.0638233944773674,0.3738914728164673
1758904200553428632,True,0.06457140296697617,0.3723299503326416
1758904200558428632,True,0.06318674981594086,0.37540173530578613
1758904200563555632,True,0.06312574446201324,0.3796690106391907
1758904200568553632,True,0.06546270102262497,0.37968289852142334
1758904200573553632,True,0.06365903466939926,0.3793339133262634
1758904200578553632,True,0.06307873874902725,0.37850421667099
1758904200583555632,True,0.062424659729003906,0.38168954849243164
1758904200588553632,True,0.06283234804868698,0.3792732357978821
1758904200593553632,True,0.06037702411413193,0.38318341970443726
1758904200598553632,True,0.0593053437769413,0.3822052478790283
1758904200603553632,True,0.05870160833001137,0.3774850368499756
1758904200608553632,True,0.0549917109310627,0.3759491443634033
1758904200613553632,True,0.0527774915099144,0.378622829914093
1758904200618553632,True,0.05939850956201553,0.3740885257720947
1758904200623553632,True,0.05827430263161659,0.37575429677963257
1758904200628557632,True,0.05710211023688316,0.3763355016708374
1758904200633553632,True,0.057670414447784424,0.38020163774490356
1758904200638553632,True,0.0579555407166481,0.3726832866668701
1758904200643553632,True,0.057411786168813705,0.37695425748825073
1758904200648553632,True,0.05832062289118767,0.3775515556335449
1758904200653560632,True,0.05823928862810135,0.3737976551055908
1758904200658560632,True,0.05709268897771835,0.378684401512146
1758904200663553632,True,0.05684883892536163,0.38061583042144775
1758904200668553632,True,0.05343016982078552,0.37718820571899414
1758904200673553632,True,0.05211520567536354,0.3664773106575012
1758904200678557632,True,0.05122663453221321,0.36418086290359497
1758904200683553632,True,0.05297185853123665,0.3815603256225586
1758904200688553632,True,0.05419351905584335,0.36965620517730713
1758904200693553632,True,0.0521443672478199,0.3690192699432373
1758904200698686632,True,0.05781983956694603,0.36516273021698
1758904200703678632,True,0.056143827736377716,0.3649786710739136
1758904200708678632,True,0.05337529629468918,0.37166815996170044
