recording_id,num_fixations_total,num_fixations_waldo,saliency_std,saliency_range,NSS_all_vs_saliency,NSS_waldo_vs_saliency,KL_fixmap_saliency,Pearson_fixmap_saliency,AUCJ_fix_saliency,AUCJ_waldo_saliency
2025-09-26_19-01-53-2ec86210,659,3,0.18778051435947418,1.0,0.6115642972085764,0.9785825840160709,1.034466238780423,0.30717700719833374,0.7114477554179566,0.8371666666666667
