recording_id,num_fixations_total,num_fixations_waldo,saliency_std,saliency_range,NSS_all_vs_saliency,NSS_waldo_vs_saliency,KL_fixmap_saliency,Pearson_fixmap_saliency,AUCJ_fix_saliency,AUCJ_waldo_saliency
2025-09-26_19-29-58-b4f7a1df,369,3,0.19014596939086914,1.0,0.4350178171924744,2.4526900447805757,0.6220756070512432,0.45214420557022095,0.6389578651685394,0.952
