recording_id,num_fixations_total,num_fixations_waldo,saliency_std,saliency_range,NSS_all_vs_saliency,NSS_waldo_vs_saliency,KL_fixmap_saliency,Pearson_fixmap_saliency,AUCJ_fix_saliency,AUCJ_waldo_saliency
2025-09-26_19-12-44-115b6a40,519,22,0.18882694840431213,1.0,0.49289288223033817,0.011267494824367242,0.8613796339086686,0.25206923484802246,0.6617236328124999,0.5652159090909091
