recording_id,num_fixations_total,num_fixations_waldo,saliency_std,saliency_range,NSS_all_vs_saliency,NSS_waldo_vs_saliency,KL_fixmap_saliency,Pearson_fixmap_saliency,AUCJ_fix_saliency,AUCJ_waldo_saliency
2025-09-26_16-45-00-95032692,368,6,0.2067442089319229,1.0,0.04747563153974414,0.9548041017592522,1.0491771621340678,0.005842534359544516,0.513542243767313,0.8385833333333335
