recording_id,level_name,level_duration_s,total_fixations,avg_fixation_duration_s,total_fixation_duration_s,saccade_length_avg,saccade_length_median,scanpath_length_total,scanpath_length_per_s,fixation_dispersion,fixation_revisits,spatial_coverage_hull,fixation_grid_entropy_4x4,transition_entropy_4x4,unique_grid_cells_4x4,mean_distance_to_target,min_distance_to_target,waldo_fixations,waldo_fixation_duration_total_s,waldo_fixation_duration_avg_s,waldo_fixation_ratio,waldo_time_ratio,waldo_first_fixation_s,waldo_last_fixation_s,waldo_revisits,ttff_waldo_s,ttff_waldo_ratio,verification_time_after_first_hit_s,verification_time_ratio,direct_waldo_ratio,first_hit_type,gaze_entropy,surface_visibility_ratio_global,surface_gaze_ratio_global,fixation_density,fixation_rate_per_s,peripheral_gaze_rate
2025-09-26_19-10-19-05411873,waldo_4,15.960000000000008,34,0.44233123529411766,15.039262,0.15762263308551203,0.1469414762604911,5.201546891821897,0.32591145938733673,0.13270279312524447,1,0.19220991470935506,2.53643617010549,1.4921929859144807,8,0.2047107974178434,0.051393958912697886,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,none,5.010574653607361,0.8707482993197279,0.8621211533237612,0.014756944444444444,2.1303258145363397,0.0
