world_index,marker_uid,corner_0_x,corner_0_y,corner_1_x,corner_1_y,corner_2_x,corner_2_y,corner_3_x,corner_3_y
5,apriltag_v3:tag36h11:20,367.02548217773443,514.0291748046875,408.08441162109375,513.4077758789062,405.75012207031244,464.1143493652343,366.00048828125,465.0480346679688
5,apriltag_v3:tag36h11:21,414.9117431640625,927.7559204101561,452.28347778320307,933.4139404296875,447.2169189453125,895.6044921875001,408.8507995605468,890.2255859374999
5,apriltag_v3:tag36h11:22,1220.24853515625,515.90625,1263.38232421875,518.4136352539062,1263.7335205078123,467.54635620117176,1220.8521728515625,464.4001159667969
5,apriltag_v3:tag36h11:23,1167.553955078125,953.13232421875,1207.6385498046873,950.1625976562501,1215.80322265625,913.8137817382812,1174.5921630859375,913.985168457031
6,apriltag_v3:tag36h11:20,372.2436523437499,513.6629638671875,412.45233154296875,512.9912109374999,411.77127075195324,463.69476318359375,371.43310546875,465.1007080078126
6,apriltag_v3:tag36h11:21,418.1213378906249,927.6553344726561,455.8669128417968,933.4808349609375,450.9697570800782,895.7319946289062,411.94375610351557,890.0545043945312
6,apriltag_v3:tag36h11:22,1224.2896728515625,517.572509765625,1268.918212890625,520.3829956054688,1269.0982666015625,469.4631652832032,1225.0528564453125,466.2282714843751
6,apriltag_v3:tag36h11:23,1169.9140625,954.7313842773436,1210.4993896484373,951.9193725585939,1219.4658203124998,915.5260620117188,1177.465576171875,915.8031616210936
7,apriltag_v3:tag36h11:20,373.4757080078125,514.1942749023438,413.7820434570312,513.7705078125,413.58755493164057,464.20654296875,372.34954833984375,465.4985656738282
7,apriltag_v3:tag36h11:21,417.8867492675781,928.3974609375,455.61767578124994,934.2236938476562,450.9253845214844,896.5175170898436,411.9755554199219,890.7012939453124
7,apriltag_v3:tag36h11:22,1224.4960937499998,519.5784301757812,1270.1517333984377,522.4116210937501,1270.1190185546873,471.64501953125,1226.1574707031248,468.2141418457031
7,apriltag_v3:tag36h11:23,1169.4794921874998,956.2922973632814,1209.990234375,953.462707519531,1219.2078857421875,917.0839843749998,1177.1639404296873,917.5021362304689
8,apriltag_v3:tag36h11:20,371.7527770996094,515.1749267578125,411.8517761230469,514.1835327148436,411.6255493164062,464.8422241210936,370.62451171875,466.84963989257824
8,apriltag_v3:tag36h11:21,415.90225219726574,929.1907958984376,453.4937438964844,934.9839477539064,448.48983764648426,897.2965087890626,409.4732360839844,891.3974609375
8,apriltag_v3:tag36h11:22,1222.6575927734375,521.1633911132812,1268.0449218749998,524.0007324218749,1268.13525390625,473.4128723144531,1224.2923583984375,469.6174011230469
8,apriltag_v3:tag36h11:23,1167.0770263671875,957.3284301757812,1207.6304931640625,954.6367187499999,1216.4765625000002,918.1722412109376,1174.8029785156252,918.5695800781252
9,apriltag_v3:tag36h11:20,370.1089172363281,516.0341186523438,410.45623779296875,515.0562133789062,410.0508117675781,465.8492431640626,369.15332031249994,466.96633911132807
9,apriltag_v3:tag36h11:21,414.46197509765625,929.3458862304689,452.1612243652343,935.5799560546876,447.21386718750006,897.5520019531251,408.43029785156256,892.0350341796874
9,apriltag_v3:tag36h11:22,1220.5908203125,521.8772583007812,1266.1075439453125,524.5921020507812,1266.3848876953123,473.88305664062506,1222.4548339843748,470.36981201171875
9,apriltag_v3:tag36h11:23,1165.6340332031252,957.9082641601564,1206.4197998046875,954.7350463867186,1215.4547119140625,918.5788574218749,1173.6068115234377,918.9635620117189
10,apriltag_v3:tag36h11:20,370.0516662597656,515.3038330078125,410.6753234863281,514.8646850585938,410.1953735351562,465.66369628906256,369.6220397949219,466.69470214843744
10,apriltag_v3:tag36h11:21,414.87854003906244,929.0580444335938,452.7995910644531,935.1131591796875,447.66540527343756,897.1295776367188,408.7505798339844,891.5792846679686
10,apriltag_v3:tag36h11:22,1220.5557861328125,521.4178466796875,1266.1148681640625,524.108642578125,1266.419189453125,473.18151855468744,1222.5281982421877,469.91867065429693
10,apriltag_v3:tag36h11:23,1165.9512939453123,957.1557617187499,1206.65283203125,954.1496582031251,1215.693969726563,918.0810546875,1173.9984130859375,918.0572509765623
11,apriltag_v3:tag36h11:20,370.2412719726563,514.7279663085938,410.90826416015625,514.1255493164064,410.5806274414062,464.52276611328125,369.68621826171875,466.890167236328
11,apriltag_v3:tag36h11:21,415.18829345703114,928.7739257812499,452.9001159667968,934.626708984375,447.94396972656256,896.8121948242188,408.8624267578125,891.3400268554686
11,apriltag_v3:tag36h11:22,1220.693359375,520.8909301757812,1266.4266357421875,523.2821044921875,1266.148193359375,472.8890686035157,1222.7379150390623,469.1425476074218
11,apriltag_v3:tag36h11:23,1165.9779052734375,956.6564331054686,1206.8304443359375,953.6575317382814,1215.833740234375,917.2809448242189,1173.9642333984375,917.7962036132811
12,apriltag_v3:tag36h11:20,369.5998229980469,514.9555664062499,409.98767089843744,514.2951660156251,409.3533325195313,464.8439331054688,368.81637573242193,466.9248962402342
12,apriltag_v3:tag36h11:21,414.4199523925781,928.858642578125,452.0580139160157,934.616455078125,447.2341613769532,896.8839111328125,408.1867980957032,891.3803100585939
12,apriltag_v3:tag36h11:22,1220.3150634765625,520.7411499023438,1265.6451416015623,522.9982910156249,1265.94775390625,472.6986389160156,1221.1726074218752,468.94882202148443
12,apriltag_v3:tag36h11:23,1165.2952880859377,956.3972778320312,1205.931640625,953.4186401367188,1215.0494384765623,917.1044921875,1173.1037597656252,917.4841308593752
13,apriltag_v3:tag36h11:20,368.1739196777344,514.6376342773435,408.8114929199219,513.9888916015626,408.2562866210937,464.58355712890636,367.6441650390625,466.68579101562494
