world_index,world_timestamp,img_to_surf_trans,surf_to_img_trans,num_detected_markers,dist_img_to_surf_trans,surf_to_dist_img_trans,num_definition_markers
56,3.7101707520000002,"[[ 1.00155048e-03 -8.09936548e-05 -2.70052624e-01]
 [-5.22016790e-05 -1.82888575e-03  1.44953966e+00]
 [-8.29284701e-05 -1.34367686e-04  1.13283218e+00]]","[[ 1.02238619e+03 -6.97397019e+01  3.32960651e+02]
 [ 3.32647316e+01 -6.05786607e+02  7.83077103e+02]
 [ 7.87889237e-02 -7.69589296e-02  1.00000000e+00]]",3,"[[ 1.09881063e-03 -2.74749199e-05 -3.88784131e-01]
 [-5.39630150e-05 -1.95749662e-03  1.52408961e+00]
 [-8.20571155e-05 -3.10642029e-05  1.05447693e+00]]","[[ 9.36995780e+02 -1.90712342e+01  3.73033634e+02]
 [ 3.16667999e+01 -5.23493576e+02  7.68307632e+02]
 [ 7.38478697e-02 -1.69058617e-02  1.00000000e+00]]",4
57,3.7594297520000004,"[[ 9.96419633e-04 -9.27334198e-05 -2.61071891e-01]
 [-4.80458849e-05 -1.83154468e-03  1.42958753e+00]
 [-8.78661611e-05 -1.54032573e-04  1.14821210e+00]]","[[ 1.02916526e+03 -8.01835567e+01  3.33836871e+02]
 [ 3.85065397e+01 -6.12843349e+02  7.71779172e+02]
 [ 8.39218317e-02 -8.83488856e-02  1.00000000e+00]]",3,"[[ 1.09053450e-03 -3.28494386e-05 -3.82025036e-01]
 [-4.97413563e-05 -1.95302223e-03  1.49914594e+00]
 [-8.87858451e-05 -3.98360963e-05  1.06332977e+00]]","[[ 9.46288050e+02 -2.35274826e+01  3.73145628e+02]
 [ 3.76319611e+01 -5.28122978e+02  7.58099501e+02]
 [ 8.04229287e-02 -2.17498520e-02  1.00000000e+00]]",4
58,3.808688752,"[[ 9.92435868e-04 -9.39154309e-05 -2.59979635e-01]
 [-4.14890781e-05 -1.82742249e-03  1.40082517e+00]
 [-9.09304008e-05 -1.65472213e-04  1.15594121e+00]]","[[ 1.03471767e+03 -8.34005219e+01  3.33784339e+02]
 [ 4.36967425e+01 -6.18189757e+02  7.58979803e+02]
 [ 8.76496906e-02 -9.50540296e-02  1.00000000e+00]]",3,"[[ 1.08043441e-03 -2.77305352e-05 -3.81701168e-01]
 [-4.29917101e-05 -1.93765706e-03  1.46249749e+00]
 [-9.67268776e-05 -4.02011274e-05  1.06603609e+00]]","[[ 9.58044071e+02 -2.14381499e+01  3.72444973e+02]
 [ 4.56542414e+01 -5.32228682e+02  7.46512615e+02]
 [ 8.86498727e-02 -2.20159886e-02  1.00000000e+00]]",4
59,3.8579477520000003,"[[ 9.95660828e-04 -9.77080062e-05 -2.59405359e-01]
 [-4.00133928e-05 -1.83276957e-03  1.38851532e+00]
 [-8.64672775e-05 -1.75568707e-04  1.16062532e+00]]","[[ 1.02988552e+03 -8.69161407e+01  3.34166597e+02]
 [ 4.02578419e+01 -6.19643831e+02  7.50309367e+02]
 [ 8.28169196e-02 -1.00209315e-01  1.00000000e+00]]",3,"[[ 1.08223636e-03 -2.76917211e-05 -3.82539878e-01]
 [-4.16326454e-05 -1.94101396e-03  1.44910861e+00]
 [-9.28005872e-05 -4.23834649e-05  1.06586001e+00]]","[[ 9.55105932e+02 -2.17571168e+01  3.72370224e+02]
 [ 4.28699398e+01 -5.31933823e+02  7.38586058e+02]
 [ 8.48623337e-02 -2.30464334e-02  1.00000000e+00]]",4
60,3.9072057520000003,"[[ 1.00104553e-03 -8.56610802e-05 -2.70405323e-01]
 [-3.79796329e-05 -1.82303173e-03  1.37114558e+00]
 [-7.84558134e-05 -1.65645522e-04  1.14962918e+00]]","[[ 1.02215042e+03 -7.83670289e+01  3.33888115e+02]
 [ 3.49590620e+01 -6.17887406e+02  7.45167849e+02]
 [ 7.47932084e-02 -9.43770678e-02  1.00000000e+00]]",3,"[[ 1.08619910e-03 -1.57237311e-05 -3.92470929e-01]
 [-3.97288824e-05 -1.93163002e-03  1.43229081e+00]
 [-8.59067448e-05 -3.01401649e-05  1.05407101e+00]]","[[ 9.49563657e+02 -1.35332648e+01  3.71948093e+02]
 [ 3.86735018e+01 -5.29462805e+02  7.33843291e+02]
 [ 7.84952321e-02 -1.62424494e-02  1.00000000e+00]]",4
61,3.956464752,"[[ 9.95314459e-04 -8.86060166e-05 -2.64681321e-01]
 [-3.98323747e-05 -1.81528464e-03  1.36331848e+00]
 [-8.33411258e-05 -1.70867013e-04  1.15476025e+00]]","[[ 1.02925686e+03 -8.15021403e+01  3.32136858e+02]
 [ 3.73547692e+01 -6.22706444e+02  7.43733873e+02]
 [ 7.98106133e-02 -9.80224863e-02  1.00000000e+00]]",3,"[[ 1.08066801e-03 -1.75375638e-05 -3.87519866e-01]
 [-4.15077109e-05 -1.92340574e-03  1.42419556e+00]
 [-9.03214445e-05 -3.30688071e-05  1.05768383e+00]]","[[ 9.55738613e+02 -1.50839961e+01  3.70479579e+02]
 [ 4.07510857e+01 -5.32875739e+02  7.32460019e+02]
 [ 8.28898764e-02 -1.79486278e-02  1.00000000e+00]]",4
62,4.005723752000001,"[[ 9.83663284e-04 -8.29180413e-05 -2.60022764e-01]
 [-4.58536860e-05 -1.79251658e-03  1.35287676e+00]
 [-9.44081705e-05 -1.63934578e-04  1.15325061e+00]]","[[ 1.04436965e+03 -7.82395462e+01  3.27256143e+02]
 [ 4.23544723e+01 -6.28092885e+02  7.46364567e+02]
 [ 9.15155730e-02 -9.56883033e-02  1.00000000e+00]]",3,"[[ 1.07367505e-03 -1.31230333e-05 -3.84124759e-01]
 [-4.72453368e-05 -1.90712441e-03  1.41832034e+00]
 [-9.66758539e-05 -2.80337948e-05  1.05604931e+00]]","[[ 9.63873892e+02 -1.20234455e+01  3.66745112e+02]
 [ 4.25845693e+01 -5.35441082e+02  7.34610358e+02]
 [ 8.93681171e-02 -1.53144574e-02  1.00000000e+00]]",4
63,4.054981752000001,"[[ 9.74985802e-04 -7.88365213e-05 -2.52924302e-01]
 [-5.06996052e-05 -1.77549249e-03  1.34884315e+00]
 [-1.02044118e-04 -1.55644847e-04  1.14948546e+00]]","[[ 1.05526289e+03 -7.49175990e+01  3.20102979e+02]
 [ 4.57403631e+01 -6.31051299e+02  7.50560229e+02]
 [ 9.98730530e-02 -9.20975403e-02  1.00000000e+00]]",3,"[[ 1.07127721e-03 -1.01874858e-05 -3.79530691e-01]
 [-5.14072051e-05 -1.89725205e-03  1.41894601e+00]
 [-9.83657071e-05 -2.28195506e-05  1.05238256e+00]]","[[ 9.66182432e+02 -9.53359040e+00  3.61297831e+02]
 [ 4.20439274e+01 -5.36181560e+02  7.38105777e+02]
 [ 9.12202895e-02 -1.25175018e-02  1.00000000e+00]]",4
64,4.104240752,"[[ 9.69946184e-04 -7.94212138e-05 -2.43578835e-01]
 [-5.52877892e-05 -1.77065242e-03  1.35593863e+00]
 [-1.06592715e-04 -1.52241353e-04  1.14846277e+00]]","[[ 1.06113841e+03 -7.45109474e+01  3.13029851e+02]
 [ 4.70646224e+01 -6.31876696e+02  7.56010548e+02]
 [ 1.04726778e-01 -9.06778088e-02  1.00000000e+00]]",3,"[[ 1.07386252e-03 -1.31846191e-05 -3.72560980e-01]
 [-5.52339635e-05 -1.90244871e-03  1.43264388e+00]
 [-9.59679677e-05 -2.44324593e-05  1.05231617e+00]]","[[ 9.62459164e+02 -1.12428473e+01  3.56054327e+02]
 [ 3.88337136e+01 -5.35445904e+02  7.42715208e+02]
 [ 8.86749209e-02 -1.34571851e-02  1.00000000e+00]]",4
65,4.153499752,"[[ 9.64944952e-04 -8.45182792e-05 -2.32386566e-01]
 [-6.02535609e-05 -1.77098578e-03  1.36595771e+00]
 [-1.11389503e-04 -1.53050025e-04  1.15069501e+00]]","[[ 1.06698283e+03 -7.74923090e+01  3.07469563e+02]
 [ 4.83197529e+01 -6.32715432e+02  7.60837039e+02]
 [ 1.09712848e-01 -9.16567307e-02  1.00000000e+00]]",3,"[[ 1.07476157e-03 -2.05413324e-05 -3.62970452e-01]
 [-5.96337203e-05 -1.91050037e-03  1.44777842e+00]
 [-9.55040676e-05 -2.97084239e-05  1.05580364e+00]]","[[ 9.60840562e+02 -1.58043258e+01  3.51995279e+02]
 [ 3.66537491e+01 -5.35430187e+02  7.46813584e+02]
 [ 8.79454322e-02 -1.64956473e-02  1.00000000e+00]]",4
