recording_id,level_name,level_duration_s,total_fixations,avg_fixation_duration_s,total_fixation_duration_s,saccade_length_avg,saccade_length_median,scanpath_length_total,scanpath_length_per_s,fixation_dispersion,fixation_revisits,spatial_coverage_hull,fixation_grid_entropy_4x4,transition_entropy_4x4,unique_grid_cells_4x4,mean_distance_to_target,min_distance_to_target,waldo_fixations,waldo_fixation_duration_total_s,waldo_fixation_duration_avg_s,waldo_fixation_ratio,waldo_time_ratio,waldo_first_fixation_s,waldo_last_fixation_s,waldo_revisits,ttff_waldo_s,ttff_waldo_ratio,verification_time_after_first_hit_s,verification_time_ratio,direct_waldo_ratio,first_hit_type,gaze_entropy,surface_visibility_ratio_global,surface_gaze_ratio_global,fixation_density,fixation_rate_per_s,peripheral_gaze_rate
2025-09-26_19-17-52-c0419fea,waldo_2,17.142000000000003,43,0.3297205581395349,14.177984,0.18356452142339416,0.14259402041485117,7.709709899782554,0.44975556526557886,0.22247052366035014,1,0.3730301757045034,3.574505384808137,1.4852509620858043,14,0.37039089554929594,0.03470678986971619,2,1.331125,0.6655625,0.046511627906976744,0.09388676133362824,28.386363136,33.415988224,0,10.160363136,0.5927174854742736,6.981636864000002,0.40728251452572634,1.0,direct,6.423818170604946,0.7178502879078695,0.7053781732530751,0.03832442067736185,2.5084587562711462,0.0
