fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected on surface,fixation x [normalized],fixation y [normalized],start_s,end_s,cluster
359,1758903310283920384,1758903310459170304,175.25,1.0,0.4195624113082886,0.3272688746452331,144.633986048,144.809235968,0
360,1758903310509171200,1758903310729420288,220.249,1.0,0.573898458480835,0.2673755764961242,144.859236864,145.079485952,1
361,1758903310764420352,1758903310919545344,155.125,1.0,0.6170348674058914,0.2797048687934875,145.114486016,145.269611008,1
362,1758903310959545088,1758903311259920384,300.375,1.0,0.5200453315462384,0.2439170564923967,145.309610752,145.609986048,2
363,1758903311299920384,1758903311520170240,220.25,1.0,0.4694605767726898,0.3094929933547973,145.649986048,145.870235904,0
364,1758903311555180288,1758903311870420224,315.24000000000007,1.0,0.5023118300097329,0.3970799701554434,145.905245952,146.220485888,1
365,1758903311905425408,1758903312180670208,275.245,1.0,0.5371022139276777,0.3539873106139047,146.255491072,146.530735872,1
366,1758903312210795264,1758903312345920256,135.125,1.0,0.5156132131814957,0.2836452275514602,146.560860928,146.69598592,2
367,1758903312395920384,1758903312581045248,185.125,1.0,0.4905704319477081,0.3706954717636108,146.745986048,146.931110912,1
368,1758903312631170304,1758903312836295168,205.125,1.0,0.6026225835084915,0.250151976943016,146.981235968,147.186360832,1
369,1758903312876420352,1758903313071545344,195.125,1.0,0.4584130525588989,0.1624032020568847,147.226486016,147.421611008,3
370,1758903313116545280,1758903313406924288,290.379,1.0,0.5829638923917498,0.3003128000668117,147.466610944,147.756989952,1
371,1758903313441920256,1758903313682170624,240.25,1.0,0.5585612157980601,0.3946231603622436,147.79198592,148.032236288,1
372,1758903313717170176,1758903313867295232,150.125,1.0,0.6323284357786179,0.4047606289386749,148.06723584,148.217360896,1
373,1758903313912295168,1758903314202554368,290.259,1.0,0.524160487311227,0.5029009112289974,148.262360832,148.552620032,4
374,1758903314272670464,1758903314522920192,250.25,1.0,0.62427685658137,0.3069492479165395,148.622736128,148.872985856,1
375,1758903314557920256,1758903314793170176,235.25,1.0,0.6759147346019745,0.298014889160792,148.90798592,149.14323584,1
377,1758903315153424384,1758903315328668928,175.245,1.0,0.320252776145935,0.1572102904319763,149.503490048,149.678734592,5
378,1758903315373669376,1758903315518795264,145.126,1.0,0.5947791934013367,0.3696078062057495,149.72373504,149.868860928,1
379,1758903315558795264,1758903315829044224,270.249,1.0,0.6873303651809692,0.1462165117263794,149.908860928,150.179109888,6
380,1758903315864169216,1758903316209430272,345.261,1.0,0.5563379327456156,0.368078609307607,150.21423488,150.559495936,1
381,1758903316234419200,1758903316399670272,165.251,1.0,0.6893297433853149,0.2808348536491394,150.584484864,150.749735936,1
382,1758903316439681280,1758903316679929344,240.248,1.0,0.5453542768955231,0.3325150609016418,150.789746944,151.029995008,1
383,1758903316709926400,1758903316845044224,135.118,1.0,0.6114108562469482,0.2160766720771789,151.059992064,151.195109888,1
384,1758903316885045248,1758903317185419264,300.374,1.0,0.5315782427787781,0.4176618456840515,151.235110912,151.535484928,1
386,1758903317420544256,1758903317705794304,285.25,1.0,0.7307509183883667,0.2744214534759521,151.77060992,152.055859968,1
388,1758903317901044224,1758903318166303232,265.259,1.0,0.799260675907135,0.3692663908004761,152.251109888,152.516368896,-1
389,1758903318216306176,1758903318481553408,265.247,1.0,0.5626838207244873,0.3389410972595215,152.56637184,152.831619072,1
390,1758903318511544320,1758903318656669184,145.125,1.0,0.5749558806419373,0.359027624130249,152.861609984,153.006734848,1
391,1758903318691794176,1758903318886919168,195.125,1.0,0.6126298904418945,0.4126350879669189,153.04185984,153.236984832,1
392,1758903318911919360,1758903319067053312,155.134,1.0,0.608390212059021,0.4947316348552704,153.261985024,153.417118976,7
393,1758903319102169344,1758903319307298048,205.129,1.0,0.644657572110494,0.5752378602822622,153.452235008,153.657363712,7
395,1758903319547544320,1758903319722669312,175.125,1.0,0.2934802174568176,0.4965718984603882,153.897609984,154.072734976,8
397,1758903319962927360,1758903320323293184,360.366,1.0,0.699139932791392,0.5291620194911957,154.312993024,154.673358848,7
398,1758903320353294336,1758903320528418304,175.124,1.0,0.8015094995498657,0.573054313659668,154.70336,154.878483968,9
399,1758903320573543168,1758903320763674368,190.131,1.0,0.6543023586273193,0.675556868314743,154.923608832,155.113740032,-1
401,1758903321053918208,1758903321329168384,275.25,1.0,0.454894870519638,0.616579681634903,155.403983872,155.679234048,10
402,1758903321354168320,1758903321484293376,130.125,1.0,0.4961695373058319,0.6082077622413635,155.704233984,155.83435904,10
403,1758903321534418176,1758903321839672320,305.254,1.0,0.6497449974219004,0.7411285291115443,155.88448384,156.189737984,11
405,1758903322220043264,1758903323120918272,900.875,1.0,0.335870087146759,0.6160321260492007,156.570108928,157.470983936,-1
406,1758903323175918336,1758903323331048192,155.13,1.0,0.5376971364021301,0.8213064869244894,157.525984,157.681113856,-1
407,1758903323366043392,1758903323571293184,205.25,1.0,0.595867395401001,0.8590735793113708,157.716109056,157.921358848,12
409,1758903323896543232,1758903324091793408,195.25,1.0,0.6901934295892715,0.5438898876309395,158.246608896,158.441859072,7
411,1758903324357043200,1758903324592168192,235.125,1.0,0.6811523834864298,0.2207504709561666,158.707108864,158.942233856,1
412,1758903324632293376,1758903324827418368,195.125,1.0,0.6210573613643646,0.2080181241035461,158.98235904,159.177484032,1
413,1758903324862418176,1758903325087668224,225.25,1.0,0.6744659741719564,0.1321113109588623,159.21248384,159.437733888,6
414,1758903325127668224,1758903325287918336,160.25,1.0,0.7368754893541336,0.1591176837682724,159.477733888,159.637984,6
415,1758903325322918400,1758903325518043392,195.125,1.0,0.7050512731075287,0.2424260824918747,159.672984064,159.868109056,1
416,1758903325558167296,1758903325813417216,255.25,1.0,0.7396649916966757,0.3614367544651031,159.90823296,160.16348288,1
417,1758903325828418304,1758903325953542400,125.12399999999998,1.0,0.7314462661743164,0.3427410721778869,160.178483968,160.303608064,1
418,1758903325993542400,1758903326138667264,145.125,1.0,0.7294584959745407,0.4668821096420288,160.343608064,160.488732928,13
419,1758903326183668224,1758903326544043264,360.375,1.0,0.6586137413978577,0.4955345727503299,160.533733888,160.894108928,7
420,1758903326564054272,1758903326794297344,230.243,1.0,0.6546477437019348,0.4982505857944488,160.914119936,161.144363008,7
421,1758903326839297280,1758903327004417280,165.12,1.0,0.6819909691810608,0.5137734532356262,161.189362944,161.354482944,7
422,1758903327059542272,1758903327334792192,275.25,1.0,0.5533220370610555,0.3677230477333069,161.409607936,161.684857856,1
