recording_id,level_name,level_duration_s,total_fixations,avg_fixation_duration_s,total_fixation_duration_s,saccade_length_avg,saccade_length_median,scanpath_length_total,scanpath_length_per_s,fixation_dispersion,fixation_revisits,spatial_coverage_hull,fixation_grid_entropy_4x4,transition_entropy_4x4,unique_grid_cells_4x4,mean_distance_to_target,min_distance_to_target,waldo_fixations,waldo_fixation_duration_total_s,waldo_fixation_duration_avg_s,waldo_fixation_ratio,waldo_time_ratio,waldo_first_fixation_s,waldo_last_fixation_s,waldo_revisits,ttff_waldo_s,ttff_waldo_ratio,verification_time_after_first_hit_s,verification_time_ratio,direct_waldo_ratio,first_hit_type,gaze_entropy,surface_visibility_ratio_global,surface_gaze_ratio_global,fixation_density,fixation_rate_per_s,peripheral_gaze_rate
2025-09-26_16-24-13-61db42a9,waldo_4,35.35999999999999,89,0.34841148314606735,31.008621999999995,0.18007924150852747,0.13806439987215338,15.846973252750416,0.44816100827914085,0.2353305454766222,1,0.9400198020692128,3.488994882189216,1.774457204042755,16,0.3101896302683743,0.004904382870482567,6,6.8763749999999995,1.1460625,0.06741573033707865,0.22175687136306801,61.091620864,95.548472064,0,0.19962086399999635,0.005645386425339264,35.160379135999996,0.9943546135746607,0.3333333333333333,peripheral,6.511299199917389,0.8288469264764966,0.8159208050396793,0.043141056713523994,2.5169683257918556,0.6666666666666666
