recording_id,level_name,level_duration_s,total_fixations,avg_fixation_duration_s,total_fixation_duration_s,saccade_length_avg,saccade_length_median,scanpath_length_total,scanpath_length_per_s,fixation_dispersion,fixation_revisits,spatial_coverage_hull,fixation_grid_entropy_4x4,transition_entropy_4x4,unique_grid_cells_4x4,mean_distance_to_target,min_distance_to_target,waldo_fixations,waldo_fixation_duration_total_s,waldo_fixation_duration_avg_s,waldo_fixation_ratio,waldo_time_ratio,waldo_first_fixation_s,waldo_last_fixation_s,waldo_revisits,ttff_waldo_s,ttff_waldo_ratio,verification_time_after_first_hit_s,verification_time_ratio,direct_waldo_ratio,first_hit_type,gaze_entropy,surface_visibility_ratio_global,surface_gaze_ratio_global,fixation_density,fixation_rate_per_s,peripheral_gaze_rate
2025-09-26_20-20-21-410567f0,waldo_1,95.90700000000001,210,0.40256425714285715,84.538494,0.1566350896712926,0.12050870512524572,32.73673374130016,0.3413383146308419,0.21454299152989462,3,1.2113675519895652,3.4815005307241016,2.2070370630623164,16,0.26901651985121106,0.010363035890135036,4,0.970861,0.24271525,0.01904761904761905,0.011484247637531845,57.468238848,106.643853824,0,35.696238848,0.37219638658283544,60.210761152,0.6278036134171645,0.25,peripheral,7.822333743160566,0.8614198637504482,0.829542550472783,0.043704474505723206,2.1896211955331726,0.75
