fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected on surface,fixation x [normalized],fixation y [normalized]
1,1758904762384073984,1758904762604324096,220.25,1.0,0.4735467731952667,0.3739486336708069
2,1758904762624324096,1758904762989699072,365.375,1.0,0.48587554693222046,0.34802037477493286
3,1758904763019698944,1758904764761322752,1741.624,1.0,0.5343322356541952,0.3707156181335449
4,1758904764781328128,1758904765657198080,875.8699999999999,1.0,0.5496861307244552,0.3832617402076721
5,1758904765692198144,1758904766102572032,410.37399999999997,1.0,0.47800480723381045,0.45070500373840333
6,1758904766137572096,1758904766823196928,685.625,1.0,0.5397067228953044,0.40887858470280963
7,1758904766878334976,1758904767163571968,285.23699999999997,1.0,0.35473979512850445,0.4319131871064504
8,1758904767223572224,1758904769295570944,2071.999,1.0,0.5356733022734176,0.42082716420639393
9,1758904769330571008,1758904769630829056,300.258,1.0,0.47015861102512907,0.3960628850119455
10,1758904769790946048,1758904770106321152,315.375,1.0,0.5522128173283168,0.3502581204686846
11,1758904770136325120,1758904770386571008,250.24599999999998,1.0,0.6085480749607086,0.3706834117571513
12,1758904770421570816,1758904770641832960,220.26200000000003,1.0,0.673735648393631,0.3279261787732442
13,1758904770676821248,1758904771792820224,1115.999,1.0,0.5946896439013274,0.31854810662891553
14,1758904771812819968,1758904772573570048,760.75,1.0,0.5981956981122494,0.3879515156149864
15,1758904772628578048,1758904772763695104,135.117,1.0,0.7554286867380142,0.3812011331319809
16,1758904772803824128,1758904773023958016,220.13399999999996,1.0,0.7827478289604187,0.22137237787246705
17,1758904773059069952,1758904773224195072,165.125,1.0,0.821267306804657,0.13996411859989166
18,1758904773379320064,1758904773769694976,390.375,0.0,-0.2371557785405053,0.15845866998036703
19,1758904773874822912,1758904774094948096,220.125,1.0,0.5293720841407776,0.5154375255107879
20,1758904774140069120,1758904774450319104,310.25,1.0,0.3973586048398699,0.6667408815452031
21,1758904774480318976,1758904774660451072,180.132,1.0,0.38622820377349854,0.7544875591993332
22,1758904774715570944,1758904774940823040,225.252,1.0,0.19107962548732757,0.8005598038434982
23,1758904774965819136,1758904775160944128,195.125,1.0,0.23046149015426637,0.7384361386299133
24,1758904775201073152,1758904775456197120,255.124,1.0,0.208320147224835,0.5521441570350102
25,1758904775491320064,1758904775861569024,370.24899999999997,1.0,0.24289749066034952,0.639140847656462
26,1758904775911694080,1758904776236943104,325.24899999999997,1.0,0.4251244877065931,0.7115616500377655
27,1758904776297068032,1758904776457192960,160.125,1.0,0.6457751542329788,0.7967360429465771
28,1758904776517192960,1758904776732443392,215.25,1.0,0.4396374275286992,0.8434133032957712
29,1758904776777443072,1758904776972692992,195.25,1.0,0.557794725894928,0.8604129791259766
30,1758904776992700160,1758904777117818112,125.118,1.0,0.5944740374883016,0.84483602643013
31,1758904777177818368,1758904777493073920,315.256,1.0,0.6362952760287693,0.4643148865018572
32,1758904777508193024,1758904777648317952,140.125,1.0,0.6175130307674408,0.4319468140602112
33,1758904777688317952,1758904778183818240,495.5,1.0,0.7003855434331027,0.4010548537427729
34,1758904778213817088,1758904778469067008,255.25,1.0,0.6621545056502024,0.3432431221008301
35,1758904778509067008,1758904778659192064,150.125,1.0,0.7560975104570389,0.29012255370616913
36,1758904778694192128,1758904779059567104,365.375,1.0,0.7553319666120741,0.3999637961387634
37,1758904779094566912,1758904779419942144,325.375,1.0,0.7090195076806205,0.3777023809296744
38,1758904779469942016,1758904779690192128,220.25,1.0,0.837815543015798,0.2930298050244649
39,1758904779715192064,1758904779945442048,230.25,1.0,0.8025761147340139,0.3406641681989034
40,1758904779985442048,1758904780280691968,295.25,1.0,0.758193450314658,0.2637020094054086
41,1758904780320691968,1758904780565942016,245.25,1.0,0.6673164069652557,0.25765592853228253
42,1758904780596067072,1758904780841190656,245.124,1.0,0.6234930654366811,0.2619880934556325
43,1758904780861317120,1758904781191566080,330.24899999999997,1.0,0.6209532395005226,0.3232378587126732
44,1758904781236570112,1758904781576941056,340.371,1.0,0.622262217104435,0.4824064075946808
45,1758904781611941120,1758904782382691072,770.75,1.0,0.6989995911717415,0.5124375224113464
46,1758904782447691008,1758904782677940992,230.25,1.0,0.51451336145401,0.7044136106967926
47,1758904782732941056,1758904783093327104,360.38599999999997,1.0,0.33377401034037274,0.6454817155996958
48,1758904783138320128,1758904783338565120,200.245,1.0,0.18802899420261382,0.7403755724430084
