fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected on surface,fixation x [normalized],fixation y [normalized]
1,1758903020289669888,1758903021295553792,1005.8839999999999,1.0,0.41980069875717163,0.5567375645041466
2,1758903021335669760,1758903021470794752,135.125,1.0,0.5216350257396698,0.4280358552932739
3,1758903021495794688,1758903021670919680,175.125,1.0,0.5766831189393997,0.3790373206138611
4,1758903021685919744,1758903022366545664,680.626,1.0,0.5516478935877482,0.3660579880078634
5,1758903022416669696,1758903022656919808,240.25,1.0,0.4418182224035263,0.4587579369544983
6,1758903022701919488,1758903022807055104,105.13499999999999,1.0,0.5584519704182943,0.3892340858777364
7,1758903022857044736,1758903023002169856,145.125,1.0,0.48995839804410934,0.13367141783237457
8,1758903023037169920,1758903023192419840,155.25,1.0,0.41219012439250946,0.14123478531837463
9,1758903023237419776,1758903023547669760,310.25,1.0,0.5460034566266196,0.43738140378679546
12,1758903024098169856,1758903024233298688,135.129,0.0,0.6519351005554199,-0.2565203905105591
14,1758903024483544832,1758903024708799744,225.255,1.0,0.5702706674734751,0.15968278050422668
15,1758903024748794880,1758903024903919872,155.125,1.0,0.5146706476807594,0.46774692833423615
16,1758903024974044928,1758903025134169856,160.125,1.0,0.833432137966156,0.7197777926921844
17,1758903025199174912,1758903025339301888,140.12699999999998,1.0,0.5533767640590668,0.4178238809108734
18,1758903025354419712,1758903026055044864,700.625,1.0,0.5269588629404703,0.36098853349685667
19,1758903026080044800,1758903026370298880,290.25399999999996,1.0,0.5028982758522034,0.3909328132867813
20,1758903026405294848,1758903026685548800,280.25399999999996,1.0,0.5293063223361969,0.5192526678244272
21,1758903026735670016,1758903026835794688,100.125,1.0,0.540336529413859,0.9606149680912495
22,1758903026880794880,1758903026995919872,115.125,0.0,0.5757066210110983,1.1866823881864548
23,1758903027040919808,1758903027216044800,175.125,0.0,0.6299188494682312,1.5211126983165741
24,1758903027261169920,1758903027501419776,240.25,0.0,0.7486895521481832,1.7547727823257446
25,1758903027571419904,1758903027831669760,260.25,1.0,0.5984746217727661,0.680419847369194
26,1758903027876669696,1758903028217044736,340.375,1.0,0.5889297723770142,0.4315594434738159
27,1758903028257044736,1758903028497294848,240.25,1.0,0.32351619005203247,0.2711341828107834
28,1758903028537294848,1758903028727544832,190.25,1.0,0.27135784178972244,0.45249536633491516
31,1758903029237919744,1758903029528298752,290.37899999999996,1.0,0.2614515945315361,0.37619776527086896
32,1758903029583294720,1758903029938676736,355.382,1.0,0.3914382755756378,0.34205788373947144
33,1758903029973677824,1758903030188797696,215.11999999999998,1.0,0.37553998827934265,0.29101745287577313
34,1758903030228921856,1758903030584170752,355.24899999999997,1.0,0.4706493318080902,0.36764925718307495
35,1758903030599299840,1758903030754419712,155.12,1.0,0.525231808423996,0.33324718475341797
36,1758903030789419776,1758903031615171840,825.752,1.0,0.6189002936536615,0.37889778072183783
37,1758903031645169920,1758903031950544896,305.375,1.0,0.6817034142357963,0.3093503287860325
38,1758903031985544704,1758903032375924736,390.38,1.0,0.7313435276349386,0.3175394932428996
39,1758903032405920768,1758903032636169472,230.249,1.0,0.759871264298757,0.4022429287433624
40,1758903032671169792,1758903033161669888,490.5,1.0,0.7148233218626543,0.3417086601257324
41,1758903033191669760,1758903033341794816,150.125,1.0,0.7992073595523834,0.38633695244789124
42,1758903033376794880,1758903033551919872,175.125,1.0,0.8137665838003159,0.3065202683210373
43,1758903033577044736,1758903033837176832,260.132,1.0,0.7811660766601562,0.30886919299761456
44,1758903033857298688,1758903034137544704,280.246,1.0,0.765824692589896,0.3581980381693159
45,1758903034172544768,1758903034417794816,245.25,1.0,0.8050823907057444,0.4556855460007985
46,1758903034442794752,1758903034743044864,300.25,1.0,0.8272649816104344,0.40966211897986277
47,1758903034783170816,1758903035053419776,270.24899999999997,1.0,0.73089542559215,0.400208626474653
48,1758903035093419776,1758903035413670656,320.2509999999999,1.0,0.6554771832057408,0.43028269495282856
49,1758903035443669760,1758903035789044736,345.375,1.0,0.5364039912819862,0.4612763002514839
50,1758903035829044480,1758903036119294720,290.25,1.0,0.4967103103796641,0.5162390371163686
51,1758903036144426752,1758903036394669824,250.243,1.0,0.4802204743027687,0.5067387595772743
52,1758903036439669760,1758903036634798848,195.129,1.0,0.42448874562978745,0.5157445892691612
53,1758903036664923904,1758903036960169728,295.246,1.0,0.4495370090007782,0.45266411134174894
54,1758903037020169472,1758903037290419456,270.25,1.0,0.3158286114533742,0.44011497497558594
55,1758903037325419776,1758903037550669824,225.25,1.0,0.3615332245826721,0.474137544631958
56,1758903037590669824,1758903037860924928,270.255,1.0,0.26561289227434565,0.40798620666776386
57,1758903037911044864,1758903038136173824,225.129,0.8,0.08411424458026887,0.33839967250823977
58,1758903038161294848,1758903038326420736,165.126,1.0,0.08089463307987899,0.2867623120546341
59,1758903038381419776,1758903038576669696,195.25,1.0,0.3106849640607834,0.6560267210006714
60,1758903038601669888,1758903038791808768,190.13899999999998,1.0,0.39523592591285706,0.6704928874969482
61,1758903038841919744,1758903039262301696,420.382,1.0,0.4029081530041165,0.6140033668941922
62,1758903039297294848,1758903039577544704,280.25,1.0,0.475868284702301,0.6257917284965515
63,1758903039602544896,1758903039772794880,170.25,1.0,0.502093955874443,0.6266546696424484
64,1758903039802794752,1758903040002926848,200.132,1.0,0.5358991622924805,0.6141414105892181
65,1758903040043050752,1758903040393295104,350.24399999999997,1.0,0.4943098894187382,0.6939042806625366
66,1758903040433297920,1758903040638544896,205.24699999999999,1.0,0.43133100867271423,0.7136770635843277
67,1758903040673544960,1758903040803669760,130.125,1.0,0.4041881561279297,0.6815430521965027
68,1758903041194044928,1758903041379169792,185.125,1.0,0.2699998140335083,0.7060500621795655
69,1758903041434296832,1758903041809669888,375.373,1.0,0.39133309986856246,0.8497605323791504
70,1758903041849669888,1758903041979794688,130.125,1.0,0.3414405286312103,0.8373421927293142
71,1758903042039794688,1758903042215054848,175.26,1.0,0.4963552951812744,0.9182324968278408
72,1758903042250044672,1758903042495299840,245.255,1.0,0.59090656042099,0.9232326410710812
73,1758903042530294784,1758903042815544576,285.25,1.0,0.5364524920781454,0.8657315423091253
74,1758903042855544832,1758903043085794560,230.25,1.0,0.6197693645954132,0.8502561201651891
75,1758903043135794688,1758903043351044864,215.25,1.0,0.7000338554382324,0.7893514215946198
76,1758903043381044736,1758903043561294848,180.25,1.0,0.6714842468500137,0.7265218794345856
77,1758903043616294912,1758903043851544832,235.25,1.0,0.5869330525398254,0.5994641363620759
78,1758903043886544896,1758903044021669888,135.125,1.0,0.5366311967372894,0.5885389894247055
79,1758903044061675776,1758903044226919680,165.244,1.0,0.5974405854940414,0.5875282883644104
80,1758903044251919616,1758903044377044736,125.125,1.0,0.6147332390149435,0.5886775751908621
81,1758903044427044864,1758903044797419776,370.375,1.0,0.7453926338089837,0.5787591073248122
82,1758903044852426752,1758903045137673728,285.247,1.0,0.6140732254300799,0.6404570511409214
83,1758903045197794560,1758903045468046080,270.251,1.0,0.7898261944452921,0.5978025048971176
84,1758903045488044800,1758903045823294720,335.25,1.0,0.8066324591636658,0.5469172852379935
85,1758903045863419904,1758903046138669824,275.25,0.8571428571428571,0.788088355745588,0.4243332232747759
86,1758903046158670080,1758903046759169792,600.5,1.0,0.7471401645587041,0.4127725912974431
87,1758903046784303872,1758903047044419840,260.116,1.0,0.7959041992823283,0.4067530632019043
88,1758903047079544832,1758903047259669760,180.125,1.0,0.7512383103370667,0.33854660987854
89,1758903047304669696,1758903048230544896,925.875,1.0,0.5868369069966403,0.4292855371128429
