fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected on surface,fixation x [normalized],fixation y [normalized]
1,1758907221879405568,1758907222084530432,205.125,1.0,0.7548624277114868,0.2590290904045105
2,1758907222139649536,1758907222740149504,600.5,1.0,0.55193692445755,0.5059055685997009
3,1758907222785276416,1758907223005404416,220.128,1.0,0.4490297734737396,0.19458746910095215
4,1758907223110531584,1758907223666024448,555.4929999999999,1.0,0.8721585869789124,0.20497208833694458
5,1758907223726149376,1758907223841149440,115.0,1.0,0.470373198390007,0.14226070046424866
7,1758907224056399616,1758907224156533504,100.134,1.0,0.025684907101094723,0.010728240013122559
8,1758907224201531392,1758907224381649408,180.118,1.0,0.31744182109832764,0.12656667828559875
9,1758907224426774528,1758907224672024576,245.25,1.0,0.5385951697826385,0.207362691561381
10,1758907224717024512,1758907224887149568,170.125,1.0,0.7227042615413666,0.27515438199043274
11,1758907224922280704,1758907225162406656,240.12599999999998,1.0,0.6160783966382345,0.4693295856316884
12,1758907225227524608,1758907225417660416,190.136,1.0,0.7533025026321412,0.8880195468664169
13,1758907225467774464,1758907225657899520,190.125,0.0,0.9615987420082093,1.104103997349739
15,1758907226063274496,1758907226398524416,335.25,0.0,-8.17171745300293,-10.098900032043456
16,1758907226428649472,1758907226834024448,405.375,0.0,-7.54312738776207,-8.622933894395828
18,1758907227134274560,1758907227374527488,240.253,0.0,0.8807278275489807,0.3044239282608032
20,1758907227764899584,1758907228335399424,570.5,0.375,0.2241490234155208,1.0255760398868006
21,1758907228400399616,1758907228520524544,120.125,1.0,0.05630679056048393,0.18849411606788635
24,1758907229096024576,1758907229486399488,390.375,0.0,1.0489981174468994,0.04442054033279419
25,1758907229801774848,1758907230262149376,460.375,1.0,0.7320088581605391,0.3757442127574574
26,1758907230322276608,1758907230547409408,225.13299999999998,0.5,1.0092812776565552,0.7889731079339981
27,1758907230587402496,1758907230837649408,250.24699999999999,0.0,0.9519938230514526,1.067778599448502
29,1758907231148024576,1758907231433274368,285.25,0.0,-2.4478291511535644,-0.946108078956604
30,1758907231463274496,1758907231763530496,300.256,0.0,1.0307379109518868,1.807334039892469
31,1758907231843654400,1758907232053775616,210.121,1.0,0.7742197155952454,0.7015029966831208
32,1758907232098899456,1758907232264024576,165.125,1.0,0.9445557147264481,0.9092855267226696
33,1758907232309024512,1758907232444149504,135.125,1.0,0.8559170365333557,0.7411096766591072
34,1758907232584274432,1758907232789532416,205.25799999999998,1.0,0.8714778900146485,0.43315504789352416
