timestamp [ns],gaze detected on surface,gaze position on surface x [normalized],gaze position on surface y [normalized]
1758907223686024493,True,0.7814377546310425,0.16007035970687866
1758907223691024493,True,0.7090389728546143,0.1503126621246338
1758907223696024493,True,0.6446040272712708,0.10950326919555664
1758907223701024493,True,0.606861412525177,0.14542311429977417
1758907223706024493,True,0.5383691191673279,0.16485810279846191
1758907223711149493,True,0.5341436266899109,0.13688093423843384
1758907223716149493,True,0.5164836645126343,0.1175341010093689
1758907223721149493,True,0.5056841373443604,0.11307376623153687
1758907223726149493,True,0.5030692219734192,0.11507749557495117
1758907223731149493,True,0.5034674406051636,0.11086702346801758
1758907223736149493,True,0.5024617910385132,0.11676114797592163
1758907223741149493,True,0.5015037059783936,0.1164669394493103
1758907223746149493,True,0.4949394166469574,0.11399930715560913
1758907223751149493,True,0.49680832028388977,0.11012715101242065
1758907223756149493,True,0.5002963542938232,0.11667096614837646
1758907223761149493,True,0.499345064163208,0.11241286993026733
1758907223766149493,True,0.4986936151981354,0.11705261468887329
1758907223771150493,True,0.5001994371414185,0.1160200834274292
1758907223776149493,True,0.5032132863998413,0.10760563611984253
1758907223781149493,True,0.503646969795227,0.1056177020072937
1758907223786149493,True,0.5027199983596802,0.11177772283554077
1758907223791158493,True,0.5018470287322998,0.10982710123062134
1758907223796149493,True,0.504963755607605,0.1138070821762085
1758907223801149493,True,0.5063097476959229,0.11760669946670532
1758907224101399493,False,0.07445432990789413,-0.004107952117919922
1758907224106399493,False,0.07192288339138031,-0.0018099546432495117
1758907224111403493,False,0.07627729326486588,-0.002954840660095215
1758907224116524493,False,0.0812898576259613,-0.0013387203216552734
1758907224121524493,True,0.08370225131511688,0.0027914047241210938
1758907224126526493,False,0.08621686697006226,-0.0006914138793945312
1758907224131536493,True,0.0915578305721283,0.006580054759979248
1758907224136524493,True,0.09248870611190796,0.001642465591430664
1758907224141524493,True,0.09596727043390274,0.002023637294769287
1758907224146524493,True,0.09571972489356995,0.005358695983886719
1758907224151524493,False,0.08092617988586426,-0.009965181350708008
1758907224156533493,False,0.07514195144176483,-0.010830998420715332
1758907224161524493,False,0.07677249610424042,-0.014946937561035156
1758907224166524493,False,0.0790705680847168,-0.019155144691467285
1758907224171531493,False,0.13151530921459198,-0.04218697547912598
1758907224176529493,True,0.15954285860061646,0.024134516716003418
1758907224181524493,True,0.23340271413326263,0.08180934190750122
1758907224186537493,True,0.28326210379600525,0.11804908514022827
1758907224191526493,True,0.3357367515563965,0.11092597246170044
1758907224196524493,True,0.34932175278663635,0.1056024432182312
1758907224201531493,True,0.3497118353843689,0.11303293704986572
1758907224206524493,True,0.3496885895729065,0.10296791791915894
1758907224211529493,True,0.35429251194000244,0.11308705806732178
1758907224216524493,True,0.35689425468444824,0.11071491241455078
1758907224221524493,True,0.35466867685317993,0.10700744390487671
1758907224226526493,True,0.3540585935115814,0.10819190740585327
1758907224231524493,True,0.3541375696659088,0.09762245416641235
1758907224236528493,True,0.35428062081336975,0.09579628705978394
1758907224241524493,True,0.3550141155719757,0.09920287132263184
1758907224246524493,True,0.3562948405742645,0.09990662336349487
1758907224251649493,True,0.3556002080440521,0.09262704849243164
1758907224256649493,True,0.35542386770248413,0.09482890367507935
1758907224261649493,True,0.35586246848106384,0.09602946043014526
1758907224266649493,True,0.35602718591690063,0.09861421585083008
1758907224271649493,True,0.35597291588783264,0.09863060712814331
1758907224276657493,True,0.3532564043998718,0.10304075479507446
1758907224281649493,True,0.35386577248573303,0.10709923505783081
1758907224286649493,True,0.35270729660987854,0.10680657625198364
1758907224291649493,True,0.3550814092159271,0.11320656538009644
1758907224296649493,True,0.3539753258228302,0.10817688703536987
1758907224301649493,True,0.3555457592010498,0.10719794034957886
1758907224306659493,True,0.35204389691352844,0.08401262760162354
1758907224311649493,True,0.35069558024406433,0.09729504585266113
1758907224316649493,True,0.3514690697193146,0.09715354442596436
1758907224321649493,True,0.3486301004886627,0.09972083568572998
1758907224326649493,True,0.34911736845970154,0.10363978147506714
1758907224331649493,True,0.35183531045913696,0.10087728500366211
1758907224336655493,True,0.3520476222038269,0.0966605544090271
1758907224341649493,True,0.35016459226608276,0.09539729356765747
1758907224346649493,True,0.346466988325119,0.09419107437133789
1758907224351657493,True,0.3494407832622528,0.09017091989517212
1758907224356649493,True,0.3535556495189667,0.10018682479858398
1758907224361649493,True,0.35198304057121277,0.09062576293945312
1758907224366649493,True,0.3531038165092468,0.09658509492874146
1758907224371654493,True,0.3523877263069153,0.09686410427093506
1758907224376649493,True,0.35285377502441406,0.0984758734703064
1758907224381649493,True,0.3502393662929535,0.09415370225906372
1758907224386786493,True,0.3506530225276947,0.09379053115844727
1758907224391780493,True,0.35694971680641174,0.0965319275856018
1758907224396774493,True,0.4032057821750641,0.07621634006500244
1758907224401774493,True,0.4511200487613678,0.11441713571548462
1758907224406774493,True,0.49333158135414124,0.16099244356155396
1758907224411774493,True,0.5302363038063049,0.12290608882904053
1758907224416780493,True,0.5528484582901001,0.15141719579696655
1758907224421775493,True,0.5717793703079224,0.14359170198440552
1758907224426774493,True,0.5776584148406982,0.1604011058807373
1758907224431775493,True,0.575946033000946,0.16893959045410156
1758907224436774493,True,0.5743128657341003,0.16536271572113037
1758907224441774493,True,0.5738809108734131,0.164969801902771
1758907224446774493,True,0.5753926634788513,0.1652730107307434
1758907224451774493,True,0.5752794742584229,0.16342836618423462
1758907224456776493,True,0.5752117037773132,0.16538554430007935
1758907224461774493,True,0.5714675784111023,0.16911548376083374
1758907224466774493,True,0.5724334120750427,0.16809982061386108
1758907224471774493,True,0.5694211721420288,0.16300642490386963
1758907224476774493,True,0.5702406167984009,0.17177420854568481
1758907224481774493,True,0.5683729648590088,0.1771678328514099
1758907224486774493,True,0.569334864616394,0.1821785569190979
1758907224491774493,True,0.5672296285629272,0.17807966470718384
1758907224496774493,True,0.5728844404220581,0.17783838510513306
1758907224501775493,True,0.5738481879234314,0.17644160985946655
1758907224506774493,True,0.5742017030715942,0.17208349704742432
1758907224511774493,True,0.5733321905136108,0.17811918258666992
1758907224516774493,True,0.5712275505065918,0.1796717643737793
1758907224521899493,True,0.5713178515434265,0.18560844659805298
1758907224526903493,True,0.5719247460365295,0.18753790855407715
1758907224531899493,True,0.5718525052070618,0.18853694200515747
1758907224536904493,True,0.5728428959846497,0.18334126472473145
1758907224541909493,True,0.5723285675048828,0.1867126226425171
1758907224546899493,True,0.5742499828338623,0.1848953366279602
1758907224551899493,True,0.5748291015625,0.18177121877670288
1758907224556899493,True,0.5748142004013062,0.18241846561431885
1758907224561903493,True,0.5772755146026611,0.17555642127990723
1758907224566899493,True,0.5792287588119507,0.1787947416305542
1758907224571899493,True,0.5765501260757446,0.18071269989013672
1758907224576899493,True,0.5750978589057922,0.18762820959091187
1758907224581899493,True,0.5744943022727966,0.19483435153961182
1758907224586906493,True,0.5747470855712891,0.19119751453399658
1758907224591899493,True,0.5745012164115906,0.18882673978805542
1758907224596899493,True,0.5735344886779785,0.19043731689453125
1758907224601899493,True,0.573758065700531,0.18632501363754272
1758907224606901493,True,0.5728277564048767,0.18269777297973633
1758907224611899493,True,0.5748026967048645,0.1861613392829895
1758907224616899493,True,0.5751771330833435,0.18410271406173706
1758907224621899493,True,0.5734482407569885,0.18226861953735352
1758907224626899493,True,0.5726094245910645,0.18377292156219482
1758907224631906493,True,0.5731519460678101,0.18768662214279175
1758907224636899493,True,0.5741318464279175,0.1802229881286621
1758907224641899493,True,0.5740038752555847,0.18433356285095215
1758907224646899493,True,0.5734168887138367,0.1837274432182312
1758907224651903493,True,0.5734925270080566,0.18512380123138428
1758907224657030493,True,0.5728793144226074,0.18470263481140137
1758907224662024493,True,0.5736587047576904,0.18247383832931519
1758907224667024493,True,0.5734190940856934,0.18049728870391846
1758907224672024493,True,0.5761624574661255,0.17823386192321777
